"menu_item_id","region","crust","size","variable","value","radius","area","px_inc"
"   96060","Midwest","stuffed","12","two_topping_px","16"," 6","113","0.146"
" 9641954","West","hand-tossed","10","three_topping_px"," 5"," 5"," 79","0.064"
"10654815","Midwest","thin","14","two_topping_px","45"," 7","154","0.292"
" 1003761","Midwest","thin","18","three_topping_px","20"," 9","254","0.080"
" 7297648","Northeast","hand-tossed","16","three_topping_px","13"," 8","201","0.066"
" 6355768","South","hand-tossed","12","zero_topping_px"," 7"," 6","113","0.066"
"10664701","Midwest","stuffed","10","zero_topping_px","15"," 5"," 79","0.191"
" 8253827","Midwest","thin","14","three_topping_px","14"," 7","154","0.091"
" 8793713","South","hand-tossed","12","one_topping_px","10"," 6","113","0.088"
" 8612255","Midwest","thin","18","two_topping_px","16"," 9","254","0.065"
"11904549","West","hand-tossed","18","four_topping_px","15"," 9","254","0.059"
" 1479288","Midwest","stuffed","14","one_topping_px","19"," 7","154","0.126"
" 1982827","West","stuffed","14","zero_topping_px","16"," 7","154","0.105"
"10240474","Midwest","hand-tossed","16","two_topping_px","11"," 8","201","0.055"
" 9955335","West","deep dish","14","three_topping_px"," 8"," 7","154","0.055"
" 8389399","Northeast","hand-tossed","14","two_topping_px"," 8"," 7","154","0.049"
"10050941","Northeast","thin","10","four_topping_px","11"," 5"," 79","0.145"
"10240474","Midwest","hand-tossed","10","two_topping_px"," 5"," 5"," 79","0.064"
" 8553663","Midwest","thin","12","three_topping_px","30"," 6","113","0.265"
" 8388760","Midwest","deep dish","12","two_topping_px","13"," 6","113","0.115"
" 7938523","South","thin","15","zero_topping_px","11"," 8","177","0.062"
" 9889104","Midwest","thin","18","two_topping_px","23"," 9","254","0.090"
" 3019580","Midwest","thin","12","two_topping_px","14"," 6","113","0.124"
" 4522085","Northeast","thin","14","two_topping_px"," 9"," 7","154","0.062"
" 1649844","Midwest","deep dish","14","one_topping_px"," 1"," 7","154","0.008"
" 7857444","Northeast","hand-tossed","18","zero_topping_px","11"," 9","254","0.043"
" 9089798","Midwest","thin","18","zero_topping_px","25"," 9","254","0.098"
" 7063204","Northeast","thin","10","three_topping_px"," 9"," 5"," 79","0.118"
" 8575965","Midwest","deep dish","10","four_topping_px","12"," 5"," 79","0.153"
" 9721435","West","hand-tossed","10","four_topping_px","13"," 5"," 79","0.170"
" 2261374","Midwest","thin","10","zero_topping_px","11"," 5"," 79","0.142"
" 1975234","South","thin","18","zero_topping_px","16"," 9","254","0.063"
" 8198541","West","deep dish","16","three_topping_px","19"," 8","201","0.093"
"  489601","Midwest","stuffed","12","one_topping_px","14"," 6","113","0.123"
" 8273285","West","deep dish","16","one_topping_px","20"," 8","201","0.101"
" 9871778","Midwest","hand-tossed","12","zero_topping_px","23"," 6","113","0.203"
"  976425","Midwest","thin","12","zero_topping_px","13"," 6","113","0.115"
"  622753","Midwest","stuffed","12","three_topping_px","21"," 6","113","0.182"
" 5418737","Midwest","thin","12","zero_topping_px","10"," 6","113","0.091"
"10424204","Midwest","thin","16","four_topping_px","15"," 8","201","0.076"
" 3288029","Midwest","stuffed","12","two_topping_px","14"," 6","113","0.119"
"10140091","Midwest","thin","18","two_topping_px","26"," 9","254","0.101"
" 9801658","South","deep dish","14","one_topping_px","13"," 7","154","0.084"
" 9397472","West","hand-tossed","16","two_topping_px","14"," 8","201","0.069"
"10581104","Northeast","thin","16","three_topping_px","13"," 8","201","0.063"
" 4342274","South","thin","16","one_topping_px","12"," 8","201","0.060"
" 5210386","Midwest","thin","16","zero_topping_px","14"," 8","201","0.070"
" 1709437","Midwest","stuffed","16","three_topping_px","24"," 8","201","0.117"
" 8645445","Midwest","thin","18","zero_topping_px","16"," 9","254","0.064"
" 1508979","Midwest","thin","12","one_topping_px","10"," 6","113","0.087"
"10616836","Midwest","thin","16","four_topping_px","19"," 8","201","0.094"
" 3321747","West","hand-tossed","18","two_topping_px","20"," 9","254","0.081"
" 6192685","Midwest","deep dish","14","four_topping_px","19"," 7","154","0.123"
" 7204858","South","thin","10","three_topping_px"," 8"," 5"," 79","0.102"
" 9672066","West","thin","18","two_topping_px","30"," 9","254","0.118"
"10077729","West","deep dish","14","one_topping_px","11"," 7","154","0.074"
" 1786375","West","thin","16","three_topping_px","19"," 8","201","0.096"
" 7780924","South","hand-tossed","12","two_topping_px","12"," 6","113","0.106"
"10276893","Midwest","thin","18","three_topping_px","12"," 9","254","0.047"
" 8259945","West","thin","12","one_topping_px"," 7"," 6","113","0.062"
" 1939865","West","hand-tossed","24","zero_topping_px","23","12","452","0.051"
" 9394270","Midwest","stuffed","14","three_topping_px","15"," 7","154","0.097"
" 9921529","Midwest","thin","12","one_topping_px","22"," 6","113","0.194"
" 8390047","Midwest","thin","16","four_topping_px","21"," 8","201","0.104"
" 8553663","Midwest","thin","14","three_topping_px","31"," 7","154","0.201"
" 1412934","Midwest","thin","18","four_topping_px","21"," 9","254","0.082"
"10081650","Northeast","thin","14","one_topping_px","13"," 7","154","0.084"
" 8877093","South","thin","16","four_topping_px","12"," 8","201","0.060"
" 4579228","Midwest","thin","14","three_topping_px","12"," 7","154","0.078"
" 1488286","Midwest","thin","18","zero_topping_px","16"," 9","254","0.062"
" 1939865","West","hand-tossed","14","four_topping_px","13"," 7","154","0.084"
" 9461404","Midwest","thin","16","zero_topping_px","15"," 8","201","0.075"
" 9815531","Northeast","thin","14","three_topping_px","11"," 7","154","0.073"
" 1769393","Midwest","thin","14","zero_topping_px","12"," 7","154","0.078"
"10653649","Midwest","thin","16","one_topping_px","50"," 8","201","0.248"
" 4342629","Midwest","thin","14","three_topping_px","12"," 7","154","0.081"
"10687550","West","thin","14","three_topping_px","15"," 7","154","0.097"
"10203403","Midwest","stuffed","12","one_topping_px","30"," 6","113","0.269"
" 8300497","Midwest","thin","10","zero_topping_px"," 8"," 5"," 79","0.107"
" 9879254","Midwest","deep dish","18","zero_topping_px","13"," 9","254","0.053"
" 9343877","South","thin","14","one_topping_px","15"," 7","154","0.096"
"   19058","Midwest","thin","14","four_topping_px","20"," 7","154","0.128"
" 7724160","West","hand-tossed","24","three_topping_px","35","12","452","0.077"
"  811641","Midwest","thin","14","zero_topping_px","19"," 7","154","0.123"
"   77848","Midwest","stuffed","12","zero_topping_px","18"," 6","113","0.156"
" 1451404","Midwest","deep dish","10","four_topping_px","12"," 5"," 79","0.146"
" 9718402","Midwest","deep dish","14","zero_topping_px","15"," 7","154","0.097"
" 2148693","Midwest","thin","12","zero_topping_px"," 9"," 6","113","0.082"
" 9077904","Midwest","thin","14","one_topping_px","13"," 7","154","0.084"
" 8988057","Midwest","hand-tossed","10","one_topping_px"," 7"," 5"," 79","0.089"
" 9659849","West","hand-tossed","18","zero_topping_px","14"," 9","254","0.055"
" 9818801","South","hand-tossed","10","zero_topping_px","17"," 5"," 79","0.216"
"10009345","Midwest","thin","14","four_topping_px","10"," 7","154","0.065"
" 5365621","Midwest","stuffed","14","three_topping_px","30"," 7","154","0.195"
"10290659","Midwest","thin","14","four_topping_px","15"," 7","154","0.097"
"10055187","West","thin","18","zero_topping_px","18"," 9","254","0.071"
"11864073","South","hand-tossed","10","zero_topping_px"," 7"," 5"," 79","0.089"
"10386608","Midwest","thin","16","one_topping_px","12"," 8","201","0.062"
"    7067","Midwest","thin","12","four_topping_px","17"," 6","113","0.151"
"   31234","Midwest","thin","10","two_topping_px","11"," 5"," 79","0.139"
"11810006","South","thin","12","three_topping_px","10"," 6","113","0.088"
"  309237","Northeast","deep dish","16","three_topping_px","21"," 8","201","0.107"
"11864227","Midwest","deep dish","14","three_topping_px"," 9"," 7","154","0.061"
"11934542","Midwest","thin","12","one_topping_px","13"," 6","113","0.114"
" 8379740","West","thin","14","three_topping_px","18"," 7","154","0.116"
" 1884900","West","deep dish","16","two_topping_px","17"," 8","201","0.087"
" 9937107","West","thin","10","zero_topping_px"," 9"," 5"," 79","0.114"
"10319296","Midwest","thin","18","zero_topping_px","18"," 9","254","0.071"
" 7936184","Midwest","stuffed","14","zero_topping_px","16"," 7","154","0.101"
"10276692","Midwest","thin","10","one_topping_px"," 5"," 5"," 79","0.063"
" 1848437","South","hand-tossed","18","four_topping_px","13"," 9","254","0.051"
" 4053550","West","hand-tossed","14","three_topping_px","16"," 7","154","0.101"
" 1808755","Midwest","thin","12","one_topping_px"," 9"," 6","113","0.083"
"   31239","Midwest","stuffed","12","one_topping_px","15"," 6","113","0.136"
" 8574612","Midwest","deep dish","14","four_topping_px","16"," 7","154","0.103"
" 1524483","Midwest","thin","10","four_topping_px","10"," 5"," 79","0.127"
"11759719","Midwest","thin","14","zero_topping_px","11"," 7","154","0.074"
" 9417730","Midwest","stuffed","12","four_topping_px","15"," 6","113","0.133"
" 5900435","Midwest","thin","20","two_topping_px","14","10","314","0.044"
" 6334522","Midwest","thin","20","one_topping_px","18","10","314","0.058"
" 8529121","West","thin","12","one_topping_px"," 9"," 6","113","0.077"
"11804436","Northeast","thin","12","four_topping_px","17"," 6","113","0.150"
" 8744486","West","thin","10","zero_topping_px","10"," 5"," 79","0.127"
"  388029","Midwest","thin"," 8","two_topping_px","11"," 4"," 50","0.214"
" 9240540","Midwest","hand-tossed","16","four_topping_px","17"," 8","201","0.085"
"10595381","Midwest","thin","18","two_topping_px","22"," 9","254","0.088"
" 1719946","Midwest","thin","14","four_topping_px","15"," 7","154","0.097"
" 8820166","West","thin","12","three_topping_px","11"," 6","113","0.101"
" 1636905","South","thin","10","one_topping_px"," 7"," 5"," 79","0.089"
" 7942469","South","thin","16","zero_topping_px","10"," 8","201","0.047"
" 8307764","Northeast","stuffed","16","zero_topping_px","20"," 8","201","0.099"
" 7976514","Midwest","stuffed","14","zero_topping_px","18"," 7","154","0.117"
"10212629","West","thin","12","three_topping_px","16"," 6","113","0.146"
" 7944906","West","thin","12","zero_topping_px","10"," 6","113","0.088"
" 1644671","Midwest","thin","14","four_topping_px","13"," 7","154","0.083"
"10997174","Midwest","thin","17","zero_topping_px","19"," 8","227","0.083"
" 9935014","West","thin","16","four_topping_px","15"," 8","201","0.076"
" 1467056","Midwest","thin","18","three_topping_px","26"," 9","254","0.103"
" 7558954","South","hand-tossed","12","four_topping_px","13"," 6","113","0.117"
" 6191747","Midwest","stuffed","12","one_topping_px","18"," 6","113","0.161"
" 9418036","Midwest","thin","12","three_topping_px","17"," 6","113","0.152"
" 1649444","South","hand-tossed","14","three_topping_px","10"," 7","154","0.065"
"10744124","Midwest","thin","14","zero_topping_px","14"," 7","154","0.091"
" 8779787","Midwest","thin","10","zero_topping_px"," 7"," 5"," 79","0.095"
"10711265","Midwest","stuffed","10","zero_topping_px","14"," 5"," 79","0.176"
" 9723358","South","hand-tossed","10","two_topping_px","10"," 5"," 79","0.127"
"  701175","Midwest","thin","12","zero_topping_px","11"," 6","113","0.099"
" 9937201","West","thin","16","three_topping_px","15"," 8","201","0.076"
" 9871776","Midwest","thin"," 8","two_topping_px","16"," 4"," 50","0.326"
"10744124","Midwest","thin","16","one_topping_px","16"," 8","201","0.080"
" 7890180","Midwest","thin","12","three_topping_px","10"," 6","113","0.088"
"   56209","Midwest","thin","16","zero_topping_px","13"," 8","201","0.066"
" 7780465","Midwest","stuffed","12","one_topping_px","17"," 6","113","0.148"
" 9456859","South","thin","14","three_topping_px"," 9"," 7","154","0.058"
" 8707059","Northeast","thin","16","two_topping_px","13"," 8","201","0.065"
" 8203602","Midwest","thin","14","four_topping_px","30"," 7","154","0.196"
" 8216875","South","thin","16","four_topping_px","22"," 8","201","0.109"
" 7319595","Northeast","thin","12","one_topping_px","15"," 6","113","0.133"
" 7920895","West","hand-tossed","18","zero_topping_px","13"," 9","254","0.051"
"11992716","South","hand-tossed","20","two_topping_px","16","10","314","0.051"
" 8611473","Midwest","thin","16","three_topping_px","18"," 8","201","0.089"
"10616836","Midwest","thin","18","zero_topping_px","22"," 9","254","0.086"
"10711864","Midwest","deep dish","10","three_topping_px","12"," 5"," 79","0.147"
"10633801","Midwest","thin","16","three_topping_px","18"," 8","201","0.089"
" 8639625","West","hand-tossed","16","one_topping_px","14"," 8","201","0.070"
" 8079693","West","thin","10","two_topping_px","13"," 5"," 79","0.169"
" 3509023","Midwest","stuffed","14","zero_topping_px","15"," 7","154","0.096"
" 7900966","South","thin","16","two_topping_px","25"," 8","201","0.124"
" 2829913","Midwest","thin","14","zero_topping_px","15"," 7","154","0.097"
" 8747602","Midwest","thin","14","three_topping_px","12"," 7","154","0.078"
" 9346600","West","thin","10","one_topping_px"," 7"," 5"," 79","0.089"
" 9395520","Midwest","thin","14","zero_topping_px","11"," 7","154","0.073"
" 1455617","Midwest","thin","16","one_topping_px","15"," 8","201","0.073"
" 9995931","Midwest","stuffed","18","four_topping_px","25"," 9","254","0.098"
" 4342274","South","thin","12","four_topping_px"," 9"," 6","113","0.079"
"11104870","Northeast","hand-tossed","12","two_topping_px"," 9"," 6","113","0.084"
" 7810345","South","thin","16","zero_topping_px","12"," 8","201","0.062"
" 3143919","Midwest","thin","16","zero_topping_px","18"," 8","201","0.091"
" 9121710","Midwest","thin","16","three_topping_px","16"," 8","201","0.080"
" 9097954","Midwest","thin","18","three_topping_px","15"," 9","254","0.059"
"10313207","South","hand-tossed","16","three_topping_px","13"," 8","201","0.065"
" 8285705","South","thin","18","four_topping_px","14"," 9","254","0.055"
" 1777611","West","stuffed","10","zero_topping_px","22"," 5"," 79","0.280"
" 1691882","West","thin","10","four_topping_px","12"," 5"," 79","0.152"
"10558964","Midwest","thin","20","zero_topping_px","16","10","314","0.051"
"  119946","Midwest","stuffed","14","four_topping_px","24"," 7","154","0.156"
" 9871779","Midwest","hand-tossed","10","two_topping_px","27"," 5"," 79","0.344"
" 9854081","West","thin","10","three_topping_px"," 9"," 5"," 79","0.114"
" 9766840","West","hand-tossed","14","one_topping_px"," 8"," 7","154","0.054"
" 8936199","West","thin","12","two_topping_px","10"," 6","113","0.093"
" 3741983","Northeast","thin","14","four_topping_px"," 9"," 7","154","0.058"
"11844250","Midwest","thin","12","zero_topping_px","12"," 6","113","0.106"
" 9210241","West","hand-tossed","14","zero_topping_px"," 8"," 7","154","0.052"
" 1801639","Midwest","thin","10","four_topping_px","13"," 5"," 79","0.166"
" 1508971","Midwest","thin","12","one_topping_px"," 9"," 6","113","0.080"
" 9818800","South","thin","10","zero_topping_px","17"," 5"," 79","0.216"
" 6561636","Midwest","thin","12","zero_topping_px","14"," 6","113","0.125"
" 7867310","Midwest","stuffed","14","four_topping_px","21"," 7","154","0.135"
" 9871774","Midwest","thin","16","three_topping_px","16"," 8","201","0.080"
" 8292031","Midwest","deep dish","12","four_topping_px","21"," 6","113","0.182"
"  167399","West","thin","12","zero_topping_px","10"," 6","113","0.088"
" 1439669","West","thin","16","four_topping_px","13"," 8","201","0.065"
" 9856515","Northeast","hand-tossed","16","zero_topping_px","12"," 8","201","0.062"
" 9359016","Midwest","thin","10","four_topping_px","18"," 5"," 79","0.229"
" 8936632","Midwest","thin","14","three_topping_px","14"," 7","154","0.094"
" 7885338","South","hand-tossed","14","one_topping_px"," 9"," 7","154","0.062"
"11910255","Midwest","thin","14","one_topping_px","16"," 7","154","0.103"
" 9935014","West","thin","18","one_topping_px","18"," 9","254","0.069"
"11910124","Midwest","stuffed","12","three_topping_px","17"," 6","113","0.150"
"   94160","Midwest","thin","18","two_topping_px","20"," 9","254","0.080"
"10360860","South","thin","14","two_topping_px","11"," 7","154","0.071"
" 9355303","Northeast","thin","14","one_topping_px","15"," 7","154","0.097"
" 2242344","Midwest","stuffed","12","zero_topping_px","15"," 6","113","0.135"
" 1663109","Midwest","stuffed","16","two_topping_px","21"," 8","201","0.105"
" 3138280","South","thin","10","three_topping_px"," 8"," 5"," 79","0.102"
" 7206744","West","thin","18","two_topping_px","17"," 9","254","0.067"
" 5065614","Midwest","hand-tossed","18","four_topping_px","18"," 9","254","0.073"
" 9523411","Midwest","deep dish","10","four_topping_px","12"," 5"," 79","0.156"
" 9397472","West","hand-tossed","14","two_topping_px","12"," 7","154","0.078"
"10018269","Midwest","stuffed","16","two_topping_px","20"," 8","201","0.099"
"10003995","South","thin","12","four_topping_px"," 7"," 6","113","0.066"
" 3696803","West","thin","13","zero_topping_px","10"," 6","133","0.075"
"    5051","Midwest","thin","12","four_topping_px","14"," 6","113","0.124"
" 1691527","South","thin","12","two_topping_px","14"," 6","113","0.119"
"10357712","West","stuffed","12","one_topping_px","15"," 6","113","0.133"
"11001315","West","thin","12","one_topping_px","10"," 6","113","0.093"
" 2528672","Midwest","thin","14","two_topping_px","21"," 7","154","0.140"
"10379619","Midwest","thin","12","three_topping_px"," 9"," 6","113","0.079"
" 2076789","West","thin","16","four_topping_px","19"," 8","201","0.094"
" 4559916","Midwest","thin","14","zero_topping_px","17"," 7","154","0.112"
" 1524483","Midwest","thin","10","four_topping_px","10"," 5"," 79","0.127"
" 8952582","Midwest","deep dish","14","two_topping_px","10"," 7","154","0.062"
" 9921077","Midwest","deep dish","14","zero_topping_px","17"," 7","154","0.110"
" 9625424","Midwest","thin","14","two_topping_px","13"," 7","154","0.084"
" 2242249","Midwest","thin","14","zero_topping_px","14"," 7","154","0.088"
"   17932","Midwest","stuffed","10","three_topping_px","19"," 5"," 79","0.239"
" 1738098","South","thin","14","one_topping_px","15"," 7","154","0.098"
" 8574589","Midwest","deep dish","12","two_topping_px","16"," 6","113","0.141"
" 1943749","Midwest","hand-tossed","16","zero_topping_px","22"," 8","201","0.107"
"  349713","Midwest","thin"," 9","zero_topping_px"," 5"," 4"," 64","0.077"
" 7997923","Northeast","hand-tossed","18","three_topping_px","18"," 9","254","0.071"
" 9113841","Midwest","thin","14","four_topping_px"," 8"," 7","154","0.052"
" 9936047","West","thin","18","zero_topping_px","18"," 9","254","0.069"
" 1759903","Midwest","thin","14","three_topping_px","15"," 7","154","0.099"
"11917368","Midwest","thin","14","three_topping_px","14"," 7","154","0.091"
" 8890355","South","hand-tossed","16","three_topping_px","10"," 8","201","0.050"
" 3733008","South","thin","14","zero_topping_px","10"," 7","154","0.065"
"10240474","Midwest","hand-tossed","12","zero_topping_px"," 7"," 6","113","0.062"
" 9006597","West","thin","14","one_topping_px","17"," 7","154","0.110"
" 2063877","Midwest","thin","20","zero_topping_px","19","10","314","0.060"
"11851082","Northeast","stuffed","14","four_topping_px","14"," 7","154","0.090"
" 9112826","Midwest","deep dish","18","one_topping_px","13"," 9","254","0.053"
" 5645207","South","hand-tossed","18","one_topping_px","16"," 9","254","0.065"
" 4205190","South","deep dish","15","four_topping_px","27"," 8","177","0.153"
" 9336780","West","thin","10","two_topping_px","11"," 5"," 79","0.140"
"  997659","Midwest","stuffed","14","zero_topping_px","15"," 7","154","0.099"
" 9391560","Midwest","stuffed","12","three_topping_px","16"," 6","113","0.141"
" 9024090","Northeast","thin","10","two_topping_px"," 7"," 5"," 79","0.089"
"10018261","Midwest","thin","18","zero_topping_px","17"," 9","254","0.067"
" 1663108","Midwest","stuffed","14","zero_topping_px","18"," 7","154","0.117"
" 8055297","Northeast","hand-tossed","12","zero_topping_px","11"," 6","113","0.097"
" 9721436","West","hand-tossed","14","one_topping_px","16"," 7","154","0.107"
"  321309","Midwest","stuffed","16","three_topping_px","28"," 8","201","0.140"
" 7062692","South","hand-tossed","12","three_topping_px","12"," 6","113","0.106"
"10341673","Midwest","stuffed","14","one_topping_px","15"," 7","154","0.097"
" 5645944","South","hand-tossed","14","one_topping_px","11"," 7","154","0.071"
" 9939147","West","thin","14","zero_topping_px","13"," 7","154","0.086"
" 9718364","South","hand-tossed","10","zero_topping_px","10"," 5"," 79","0.125"
" 7867381","Midwest","thin","14","two_topping_px","16"," 7","154","0.106"
" 7152389","Northeast","thin","12","zero_topping_px","12"," 6","113","0.106"
" 7779974","South","hand-tossed","10","four_topping_px","11"," 5"," 79","0.142"
"  391771","Northeast","hand-tossed","14","two_topping_px","17"," 7","154","0.110"
"10366981","Northeast","thin","18","one_topping_px","20"," 9","254","0.079"
" 3098065","Midwest","stuffed","10","zero_topping_px","15"," 5"," 79","0.191"
" 9436754","Midwest","stuffed","14","four_topping_px","16"," 7","154","0.106"
" 9356038","West","thin","16","one_topping_px","18"," 8","201","0.089"
" 9163603","South","thin","12","two_topping_px"," 9"," 6","113","0.079"
" 6478878","Midwest","thin","16","zero_topping_px","14"," 8","201","0.069"
" 4369162","Midwest","thin","12","two_topping_px","17"," 6","113","0.150"
" 9093562","Midwest","stuffed","18","zero_topping_px","24"," 9","254","0.094"
" 1941818","West","hand-tossed","24","zero_topping_px","20","12","452","0.044"
" 3174380","Midwest","thin","12","three_topping_px"," 8"," 6","113","0.073"
" 1398827","Midwest","deep dish","18","zero_topping_px","19"," 9","254","0.073"
"  171446","Midwest","thin","18","one_topping_px","20"," 9","254","0.079"
" 9205824","Midwest","stuffed","12","four_topping_px","24"," 6","113","0.212"
" 9711640","Midwest","stuffed","10","zero_topping_px","13"," 5"," 79","0.161"
"10642730","West","thin","16","zero_topping_px","17"," 8","201","0.087"
" 9871776","Midwest","hand-tossed"," 8","zero_topping_px","14"," 4"," 50","0.278"
" 9480504","South","hand-tossed","14","four_topping_px","12"," 7","154","0.076"
" 8267666","Northeast","hand-tossed","14","zero_topping_px","18"," 7","154","0.114"
" 9848452","West","thin","16","four_topping_px","12"," 8","201","0.060"
" 9093547","Midwest","stuffed","14","four_topping_px","27"," 7","154","0.173"
"10037209","Northeast","thin","12","two_topping_px"," 9"," 6","113","0.084"
"  318990","Midwest","stuffed","14","three_topping_px","24"," 7","154","0.159"
" 8341995","South","thin","16","zero_topping_px","12"," 8","201","0.060"
" 6677621","Midwest","deep dish","10","four_topping_px","12"," 5"," 79","0.146"
"10138719","South","thin","15","zero_topping_px","10"," 8","177","0.059"
" 9336780","West","thin","10","one_topping_px","10"," 5"," 79","0.127"
" 1744493","Midwest","stuffed","14","zero_topping_px","17"," 7","154","0.110"
" 9889173","Northeast","thin","14","one_topping_px"," 7"," 7","154","0.045"
" 9418059","Midwest","stuffed","14","one_topping_px","25"," 7","154","0.162"
"11905311","West","thin","10","one_topping_px","11"," 5"," 79","0.140"
" 2527905","Midwest","thin","18","one_topping_px","20"," 9","254","0.080"
" 8946054","Midwest","thin","14","four_topping_px","10"," 7","154","0.067"
"10747869","Northeast","hand-tossed","14","three_topping_px","15"," 7","154","0.097"
"   96876","Midwest","stuffed","14","zero_topping_px","18"," 7","154","0.118"
" 9890576","Midwest","thin","16","four_topping_px","16"," 8","201","0.080"
"11756169","Midwest","deep dish","12","zero_topping_px","18"," 6","113","0.159"
" 9854081","West","thin","14","three_topping_px","13"," 7","154","0.088"
"10657996","West","deep dish","14","three_topping_px","23"," 7","154","0.149"
" 6217253","Midwest","hand-tossed","18","three_topping_px","19"," 9","254","0.074"
" 8953769","West","thin","16","four_topping_px","12"," 8","201","0.060"
"11857577","West","thin","26","one_topping_px","25","13","531","0.047"
"  888961","Midwest","thin","18","three_topping_px","16"," 9","254","0.063"
" 8630729","Northeast","thin","12","zero_topping_px"," 8"," 6","113","0.071"
"11910795","Midwest","stuffed","14","two_topping_px","19"," 7","154","0.122"
"10344394","Midwest","thin","10","four_topping_px"," 7"," 5"," 79","0.089"
" 7037210","Northeast","hand-tossed","12","zero_topping_px","10"," 6","113","0.088"
"10648539","Midwest","hand-tossed","14","one_topping_px","14"," 7","154","0.091"
" 9949588","Midwest","deep dish","16","four_topping_px","22"," 8","201","0.110"
" 7780925","South","thin","14","one_topping_px","12"," 7","154","0.081"
" 2453272","West","hand-tossed","16","two_topping_px","18"," 8","201","0.091"
" 6674363","Midwest","thin","16","one_topping_px","21"," 8","201","0.104"
" 8741403","Northeast","thin","25","one_topping_px","19","12","491","0.039"
" 6335721","Midwest","stuffed","14","zero_topping_px","24"," 7","154","0.156"
" 3584642","Northeast","thin"," 9","zero_topping_px"," 9"," 4"," 64","0.141"
" 4343217","Midwest","thin","12","three_topping_px"," 8"," 6","113","0.075"
"10116383","Midwest","thin","14","zero_topping_px","11"," 7","154","0.071"
"11910254","Midwest","stuffed","30","one_topping_px","38","15","707","0.054"
" 1837778","West","thin","16","four_topping_px","14"," 8","201","0.068"
"10803584","Midwest","hand-tossed","16","four_topping_px","14"," 8","201","0.070"
" 9575076","Northeast","thin","16","one_topping_px","18"," 8","201","0.090"
" 5787532","Northeast","stuffed","16","one_topping_px","12"," 8","201","0.060"
" 9114696","Midwest","deep dish","18","four_topping_px","13"," 9","254","0.053"
" 7478931","West","thin","16","three_topping_px","23"," 8","201","0.114"
"10199721","West","hand-tossed","18","zero_topping_px","25"," 9","254","0.098"
" 3406320","West","thin","16","zero_topping_px","18"," 8","201","0.088"
"  621929","Midwest","thin","14","one_topping_px","16"," 7","154","0.103"
"10971591","West","stuffed","16","two_topping_px","24"," 8","201","0.119"
" 8379715","West","hand-tossed","12","zero_topping_px","13"," 6","113","0.115"
" 1050778","Northeast","thin","10","two_topping_px"," 6"," 5"," 79","0.076"
"10670223","Midwest","deep dish"," 8","one_topping_px","14"," 4"," 50","0.279"
"  405280","South","hand-tossed","10","three_topping_px","12"," 5"," 79","0.153"
" 8540611","West","thin","18","zero_topping_px","16"," 9","254","0.064"
" 5445117","Midwest","thin","16","three_topping_px","21"," 8","201","0.104"
" 8697886","West","hand-tossed","15","four_topping_px","11"," 8","177","0.062"
" 7206744","West","thin","18","one_topping_px","17"," 9","254","0.067"
" 9091750","Midwest","stuffed","14","two_topping_px","19"," 7","154","0.122"
" 8057399","South","thin","12","four_topping_px","11"," 6","113","0.097"
" 2476423","Midwest","stuffed","14","three_topping_px","18"," 7","154","0.117"
" 9212575","South","thin","12","zero_topping_px"," 9"," 6","113","0.079"
" 1618086","Northeast","thin","12","zero_topping_px"," 9"," 6","113","0.079"
"11766006","Midwest","thin","16","four_topping_px","22"," 8","201","0.109"
" 1016266","Midwest","stuffed","12","three_topping_px","22"," 6","113","0.198"
" 8772693","Northeast","hand-tossed","12","one_topping_px"," 9"," 6","113","0.084"
" 2877525","Midwest","thin","18","zero_topping_px","16"," 9","254","0.063"
" 9818800","South","hand-tossed","14","three_topping_px","26"," 7","154","0.169"
"   52879","West","thin","14","zero_topping_px","16"," 7","154","0.103"
" 8365952","South","hand-tossed","10","four_topping_px","11"," 5"," 79","0.146"
" 8317170","South","thin","14","four_topping_px","11"," 7","154","0.071"
"  321309","Midwest","stuffed","16","zero_topping_px","21"," 8","201","0.103"
" 1865234","Midwest","thin","14","zero_topping_px","13"," 7","154","0.082"
" 7062856","Northeast","thin","16","two_topping_px","16"," 8","201","0.080"
" 9697752","Midwest","hand-tossed","18","one_topping_px","17"," 9","254","0.069"
"10478133","Northeast","thin","10","four_topping_px"," 6"," 5"," 79","0.073"
" 9718363","South","hand-tossed","10","two_topping_px","11"," 5"," 79","0.139"
"10406988","Midwest","thin","16","zero_topping_px","19"," 8","201","0.093"
" 9632864","Northeast","thin","14","one_topping_px","11"," 7","154","0.071"
" 9016224","Midwest","stuffed","10","three_topping_px","17"," 5"," 79","0.218"
" 7808260","Northeast","thin","12","two_topping_px","11"," 6","113","0.102"
" 1691364","South","thin","16","zero_topping_px","14"," 8","201","0.067"
" 6335718","Midwest","thin","16","zero_topping_px","21"," 8","201","0.104"
"  811071","Midwest","thin","12","zero_topping_px"," 8"," 6","113","0.071"
" 8420657","Midwest","deep dish","10","four_topping_px"," 7"," 5"," 79","0.089"
" 1604704","Midwest","thin","16","two_topping_px","21"," 8","201","0.105"
" 5445605","Midwest","hand-tossed","14","four_topping_px","19"," 7","154","0.126"
" 7724160","West","thin","28","three_topping_px","50","14","616","0.081"
" 9115121","Midwest","hand-tossed","12","four_topping_px"," 6"," 6","113","0.053"
" 8873717","Midwest","deep dish","12","one_topping_px","14"," 6","113","0.121"
" 9648782","South","thin","14","two_topping_px","11"," 7","154","0.071"
