"menu_item_id","region","crust","size","variable","value","radius","area","px_inc"
" 8088865","Midwest","thin","10","two_topping_px"," 9"," 5"," 79","0.115"
" 3285276","Midwest","thin","14","three_topping_px","11"," 7","154","0.071"
"   16693","Midwest","thin","17","four_topping_px","25"," 8","227","0.110"
" 9016301","Midwest","stuffed","12","two_topping_px","18"," 6","113","0.163"
"  143609","Midwest","stuffed","14","three_topping_px","24"," 7","154","0.156"
" 9790194","Midwest","hand-tossed","18","zero_topping_px","17"," 9","254","0.067"
" 9395521","Midwest","thin","10","three_topping_px","10"," 5"," 79","0.127"
" 8494295","West","hand-tossed","18","three_topping_px","16"," 9","254","0.063"
" 8837413","West","thin","18","zero_topping_px","15"," 9","254","0.059"
" 8379739","West","thin","16","zero_topping_px","19"," 8","201","0.096"
"   24159","Midwest","thin","12","four_topping_px","14"," 6","113","0.122"
"11905311","West","thin","10","zero_topping_px","11"," 5"," 79","0.140"
" 8903722","Midwest","stuffed","12","zero_topping_px","10"," 6","113","0.084"
" 9591562","Midwest","thin","14","zero_topping_px","11"," 7","154","0.071"
"  551673","West","deep dish","14","three_topping_px","16"," 7","154","0.104"
" 5620012","West","thin","12","one_topping_px"," 8"," 6","113","0.071"
" 9848452","West","thin","16","one_topping_px","12"," 8","201","0.060"
" 8837413","West","thin","28","four_topping_px","29","14","616","0.047"
"  104834","Midwest","thin","10","zero_topping_px","10"," 5"," 79","0.133"
" 5260719","Northeast","stuffed","12","zero_topping_px","10"," 6","113","0.085"
" 1986419","West","thin","16","zero_topping_px","20"," 8","201","0.099"
" 7087228","Northeast","thin","18","three_topping_px","22"," 9","254","0.088"
"10018269","Midwest","stuffed","10","zero_topping_px","13"," 5"," 79","0.169"
"  119940","Midwest","deep dish","12","zero_topping_px","10"," 6","113","0.088"
" 1786373","West","thin","14","zero_topping_px","12"," 7","154","0.081"
" 9114195","Midwest","thin","12","one_topping_px"," 6"," 6","113","0.053"
" 9494631","South","thin","12","three_topping_px"," 9"," 6","113","0.079"
" 9919106","West","thin","12","two_topping_px"," 8"," 6","113","0.071"
"10654815","Midwest","thin","16","one_topping_px","50"," 8","201","0.248"
"10805042","Midwest","thin","10","two_topping_px","25"," 5"," 79","0.324"
" 4998034","West","thin","12","three_topping_px","10"," 6","113","0.088"
" 8266885","Midwest","deep dish","14","four_topping_px","18"," 7","154","0.115"
"11871725","West","hand-tossed","18","one_topping_px","16"," 9","254","0.063"
" 4529227","Midwest","hand-tossed","10","three_topping_px"," 7"," 5"," 79","0.089"
" 1623582","Midwest","stuffed","16","zero_topping_px","16"," 8","201","0.082"
"10473003","Midwest","deep dish","12","two_topping_px","17"," 6","113","0.147"
" 8018978","Midwest","hand-tossed","12","zero_topping_px","11"," 6","113","0.097"
"  853217","South","hand-tossed","14","two_topping_px","13"," 7","154","0.088"
" 1865184","Midwest","stuffed","12","three_topping_px","19"," 6","113","0.166"
" 9523354","Midwest","thin","12","three_topping_px","11"," 6","113","0.097"
" 8242660","South","thin","14","two_topping_px","10"," 7","154","0.065"
" 2453283","West","thin","16","zero_topping_px","18"," 8","201","0.091"
"  911114","West","thin","15","three_topping_px","23"," 8","177","0.130"
" 8935604","Midwest","hand-tossed","16","zero_topping_px","25"," 8","201","0.124"
"  257239","Midwest","thin","14","two_topping_px","18"," 7","154","0.120"
" 9385967","Midwest","deep dish","12","one_topping_px","18"," 6","113","0.159"
" 2452028","Midwest","thin","16","four_topping_px","15"," 8","201","0.074"
"10648539","Midwest","thin","18","one_topping_px","19"," 9","254","0.074"
"  985513","West","deep dish","18","two_topping_px","24"," 9","254","0.094"
"10595412","Midwest","deep dish","16","one_topping_px","21"," 8","201","0.104"
" 8837413","West","thin","13","one_topping_px","10"," 6","133","0.075"
" 9889105","Midwest","stuffed","12","zero_topping_px","18"," 6","113","0.159"
" 2334472","Midwest","stuffed","14","zero_topping_px","18"," 7","154","0.117"
"10300403","West","stuffed","18","zero_topping_px","24"," 9","254","0.094"
" 7152090","South","thin","12","one_topping_px","12"," 6","113","0.110"
" 8865358","Midwest","thin","18","one_topping_px","20"," 9","254","0.077"
" 2051968","South","hand-tossed","12","zero_topping_px","11"," 6","113","0.097"
" 8056788","Midwest","stuffed","14","three_topping_px","25"," 7","154","0.165"
" 1713071","Midwest","thin","18","three_topping_px","17"," 9","254","0.067"
"10366981","Northeast","thin","17","zero_topping_px","13"," 8","227","0.057"
"  997658","Midwest","stuffed","12","four_topping_px","23"," 6","113","0.202"
" 8365952","South","hand-tossed","10","four_topping_px","11"," 5"," 79","0.146"
" 7850497","Midwest","thin","16","zero_topping_px","14"," 8","201","0.070"
"11843651","Midwest","stuffed","14","three_topping_px","25"," 7","154","0.160"
" 2453283","West","thin","14","three_topping_px","15"," 7","154","0.100"
"10863417","Midwest","thin","10","two_topping_px","12"," 5"," 79","0.147"
" 6893528","South","thin","18","four_topping_px","13"," 9","254","0.051"
" 8866169","Midwest","thin","12","three_topping_px","14"," 6","113","0.126"
"  209349","Midwest","thin","12","four_topping_px","18"," 6","113","0.158"
" 9949588","Midwest","stuffed","16","four_topping_px","23"," 8","201","0.113"
" 1839043","Northeast","hand-tossed","14","two_topping_px","10"," 7","154","0.068"
" 1644671","Midwest","thin","12","four_topping_px","11"," 6","113","0.094"
" 8953771","West","deep dish","16","two_topping_px","14"," 8","201","0.070"
" 8827162","West","thin","18","three_topping_px","16"," 9","254","0.063"
"  128702","Northeast","hand-tossed","12","two_topping_px","12"," 6","113","0.106"
" 1387569","Midwest","thin","12","zero_topping_px"," 9"," 6","113","0.077"
" 8866169","Midwest","thin","18","four_topping_px","18"," 9","254","0.072"
"   56595","Midwest","thin","14","zero_topping_px","11"," 7","154","0.069"
" 8635847","Midwest","deep dish","12","three_topping_px","17"," 6","113","0.149"
" 5736680","Midwest","thin","14","one_topping_px","14"," 7","154","0.089"
" 9667236","Midwest","thin","12","four_topping_px","12"," 6","113","0.106"
" 8761028","Midwest","hand-tossed","10","four_topping_px"," 7"," 5"," 79","0.092"
"  277099","Midwest","thin","12","two_topping_px","11"," 6","113","0.097"
" 7923871","Midwest","hand-tossed","16","one_topping_px","15"," 8","201","0.073"
" 8208420","Northeast","thin","10","two_topping_px"," 9"," 5"," 79","0.114"
" 7206744","West","thin","14","one_topping_px","13"," 7","154","0.084"
" 1939865","West","thin","18","two_topping_px","16"," 9","254","0.063"
" 8867260","South","hand-tossed","14","three_topping_px","14"," 7","154","0.093"
"10653649","Midwest","thin","14","zero_topping_px","45"," 7","154","0.292"
" 9472546","Northeast","thin","16","three_topping_px","20"," 8","201","0.099"
" 9400853","Midwest","thin","14","one_topping_px","18"," 7","154","0.116"
"   18554","Midwest","thin","18","four_topping_px","28"," 9","254","0.108"
" 5787532","Northeast","stuffed","12","three_topping_px"," 8"," 6","113","0.066"
" 8935604","Midwest","thin","14","three_topping_px","22"," 7","154","0.143"
" 1744493","Midwest","stuffed","18","three_topping_px","22"," 9","254","0.086"
"   22555","Midwest","thin","16","two_topping_px","15"," 8","201","0.076"
"  167399","West","hand-tossed","12","zero_topping_px","10"," 6","113","0.088"
"10096719","South","thin","18","three_topping_px","19"," 9","254","0.075"
"10118438","South","hand-tossed","12","four_topping_px"," 8"," 6","113","0.071"
" 7885337","South","deep dish","12","zero_topping_px","13"," 6","113","0.115"
" 8839513","West","hand-tossed","18","four_topping_px","16"," 9","254","0.063"
" 9802796","South","thin","12","three_topping_px"," 8"," 6","113","0.071"
"10499368","Midwest","hand-tossed","10","two_topping_px"," 8"," 5"," 79","0.108"
" 7204858","South","thin"," 8","two_topping_px"," 6"," 4"," 50","0.119"
" 8747603","Midwest","thin","14","four_topping_px","12"," 7","154","0.078"
"11717965","West","thin","12","zero_topping_px","10"," 6","113","0.088"
"11795619","South","hand-tossed","16","three_topping_px","12"," 8","201","0.060"
"  911113","West","hand-tossed","12","two_topping_px","16"," 6","113","0.141"
" 8028461","Midwest","thin","18","four_topping_px","11"," 9","254","0.044"
" 8873691","Midwest","hand-tossed","16","two_topping_px","17"," 8","201","0.087"
" 6309864","South","thin","18","zero_topping_px","14"," 9","254","0.055"
"  242468","West","hand-tossed","12","three_topping_px","13"," 6","113","0.113"
" 8783766","Midwest","thin","18","zero_topping_px","20"," 9","254","0.081"
" 1571581","Midwest","thin","12","four_topping_px","15"," 6","113","0.133"
" 1801641","Midwest","thin","14","two_topping_px","15"," 7","154","0.095"
" 1691365","South","thin","12","three_topping_px","16"," 6","113","0.141"
"  895475","Midwest","thin","14","one_topping_px","14"," 7","154","0.091"
"11844259","Midwest","stuffed","10","one_topping_px","14"," 5"," 79","0.184"
" 7806488","West","thin","16","two_topping_px","17"," 8","201","0.084"
" 9262590","South","thin","12","one_topping_px"," 9"," 6","113","0.082"
" 4625901","Midwest","thin","20","one_topping_px","17","10","314","0.056"
" 8281759","West","thin","13","two_topping_px","21"," 6","133","0.158"
" 8419761","Midwest","deep dish","12","two_topping_px","13"," 6","113","0.115"
" 8272748","Northeast","hand-tossed","12","one_topping_px"," 9"," 6","113","0.079"
"  959275","Midwest","thin","12","three_topping_px","14"," 6","113","0.124"
"   39954","West","thin","12","four_topping_px"," 4"," 6","113","0.038"
" 2829977","Midwest","thin","16","zero_topping_px","21"," 8","201","0.104"
" 8272239","West","thin","13","zero_topping_px","19"," 6","133","0.143"
" 7087228","Northeast","thin","16","three_topping_px","20"," 8","201","0.102"
" 7086063","Northeast","thin","12","three_topping_px","13"," 6","113","0.113"
" 3143268","Midwest","thin","16","zero_topping_px","13"," 8","201","0.066"
" 3392240","West","hand-tossed","13","one_topping_px","10"," 6","133","0.075"
"  556844","Northeast","hand-tossed","18","four_topping_px","25"," 9","254","0.099"
"10345002","South","hand-tossed","16","one_topping_px","13"," 8","201","0.065"
" 9995929","Midwest","stuffed","12","four_topping_px","14"," 6","113","0.124"
" 9114451","Midwest","thin","10","zero_topping_px"," 9"," 5"," 79","0.114"
" 2902667","Midwest","deep dish","16","one_topping_px","16"," 8","201","0.082"
"10107152","Midwest","thin"," 8","zero_topping_px","14"," 4"," 50","0.287"
" 9903638","Midwest","thin","12","four_topping_px","13"," 6","113","0.115"
" 1753529","Midwest","deep dish","12","four_topping_px","23"," 6","113","0.203"
"10447813","South","hand-tossed","14","two_topping_px","14"," 7","154","0.092"
" 9711641","Midwest","stuffed","10","four_topping_px","15"," 5"," 79","0.190"
"  594299","South","thin","16","three_topping_px","16"," 8","201","0.078"
"11929907","Northeast","deep dish","14","one_topping_px","13"," 7","154","0.084"
" 8593332","Midwest","deep dish","14","zero_topping_px","14"," 7","154","0.094"
" 1451117","Midwest","deep dish","14","three_topping_px","17"," 7","154","0.112"
" 1469708","Midwest","thin","10","two_topping_px"," 2"," 5"," 79","0.020"
" 8843861","West","thin","12","two_topping_px","14"," 6","113","0.122"
"  853218","South","thin","16","zero_topping_px","13"," 8","201","0.065"
" 9889103","Midwest","thin","14","one_topping_px","13"," 7","154","0.084"
" 7753548","Midwest","thin","12","three_topping_px","13"," 6","113","0.115"
" 4343217","Midwest","thin","10","three_topping_px"," 6"," 5"," 79","0.083"
" 9418037","Midwest","thin","18","one_topping_px","21"," 9","254","0.082"
" 8915049","West","thin","14","four_topping_px","13"," 7","154","0.084"
" 1653077","South","hand-tossed","10","three_topping_px","13"," 5"," 79","0.172"
"11857509","West","hand-tossed","12","four_topping_px","10"," 6","113","0.088"
" 8918005","Midwest","thin","14","two_topping_px","17"," 7","154","0.110"
"10077727","West","thin","16","one_topping_px","13"," 8","201","0.064"
" 3696807","West","thin","28","four_topping_px","41","14","616","0.067"
"11910255","Midwest","thin","18","four_topping_px","20"," 9","254","0.077"
" 8388760","Midwest","deep dish","12","zero_topping_px","13"," 6","113","0.115"
"10599087","Northeast","stuffed","14","one_topping_px","13"," 7","154","0.084"
"11902503","Midwest","thin","14","one_topping_px","14"," 7","154","0.094"
" 4294736","Northeast","hand-tossed","14","four_topping_px","11"," 7","154","0.071"
" 9935952","West","thin","18","one_topping_px","18"," 9","254","0.069"
" 9393272","South","thin","16","zero_topping_px","12"," 8","201","0.060"
" 3396425","West","hand-tossed","13","one_topping_px","10"," 6","133","0.075"
" 9921076","Midwest","deep dish","12","four_topping_px","21"," 6","113","0.186"
" 1691897","West","thin","12","zero_topping_px","15"," 6","113","0.132"
"10185222","Midwest","thin","12","one_topping_px","15"," 6","113","0.135"
" 6893528","South","thin","12","zero_topping_px"," 7"," 6","113","0.064"
" 9935262","West","thin","18","three_topping_px","18"," 9","254","0.069"
" 9228210","West","hand-tossed","16","two_topping_px","12"," 8","201","0.062"
" 4596247","Northeast","hand-tossed","16","one_topping_px","16"," 8","201","0.080"
" 1808755","Midwest","thin","16","zero_topping_px","15"," 8","201","0.075"
" 8766212","West","thin","12","zero_topping_px","10"," 6","113","0.088"
" 7899819","Northeast","hand-tossed","10","two_topping_px","10"," 5"," 79","0.121"
" 7153310","South","thin","16","zero_topping_px","13"," 8","201","0.065"
" 9719692","West","thin","14","one_topping_px"," 8"," 7","154","0.052"
"11857509","West","thin","18","zero_topping_px","16"," 9","254","0.063"
"  301108","Midwest","deep dish","16","one_topping_px","19"," 8","201","0.096"
" 9801658","South","deep dish","12","zero_topping_px","11"," 6","113","0.102"
" 8299713","South","hand-tossed","10","four_topping_px"," 6"," 5"," 79","0.076"
"   41711","Midwest","thin","16","three_topping_px","20"," 8","201","0.101"
" 8260218","Northeast","thin","10","zero_topping_px"," 7"," 5"," 79","0.089"
" 8771193","Northeast","hand-tossed","16","two_topping_px","15"," 8","201","0.077"
" 8576725","Midwest","thin","16","two_topping_px","15"," 8","201","0.075"
" 3136833","Midwest","thin","18","three_topping_px","29"," 9","254","0.115"
"10568162","Northeast","hand-tossed","12","one_topping_px","12"," 6","113","0.110"
"11949035","Midwest","hand-tossed","14","one_topping_px","13"," 7","154","0.084"
" 2453273","West","hand-tossed","12","two_topping_px","13"," 6","113","0.118"
" 9826821","Midwest","deep dish","18","three_topping_px","22"," 9","254","0.086"
" 7014809","South","hand-tossed","14","four_topping_px","11"," 7","154","0.071"
" 9220629","Midwest","thin","12","zero_topping_px","11"," 6","113","0.095"
" 9114532","Midwest","thin","10","four_topping_px"," 5"," 5"," 79","0.063"
" 7320812","Midwest","stuffed","12","zero_topping_px","12"," 6","113","0.108"
" 1713356","West","hand-tossed","14","four_topping_px","13"," 7","154","0.084"
" 1400895","Midwest","stuffed","10","two_topping_px","17"," 5"," 79","0.216"
" 2528716","Midwest","hand-tossed","16","one_topping_px","21"," 8","201","0.106"
"10642727","West","hand-tossed","16","zero_topping_px","14"," 8","201","0.068"
" 8272748","Northeast","hand-tossed","14","four_topping_px","11"," 7","154","0.071"
" 1429789","Midwest","stuffed","14","three_topping_px","15"," 7","154","0.101"
" 9314299","Northeast","thin","16","zero_topping_px","15"," 8","201","0.076"
" 1410758","Midwest","stuffed","12","one_topping_px","19"," 6","113","0.168"
"  594298","South","thin","14","two_topping_px","13"," 7","154","0.087"
" 1636905","South","stuffed","10","four_topping_px"," 7"," 5"," 79","0.089"
" 1352852","Midwest","thin","14","three_topping_px","18"," 7","154","0.116"
" 8610057","Northeast","thin","16","two_topping_px","17"," 8","201","0.083"
" 8203063","Midwest","thin","10","one_topping_px"," 9"," 5"," 79","0.114"
" 3134184","Midwest","thin","10","zero_topping_px"," 8"," 5"," 79","0.108"
" 3259414","South","thin","12","three_topping_px"," 8"," 6","113","0.071"
" 2952004","Northeast","hand-tossed","14","zero_topping_px"," 8"," 7","154","0.050"
"  911114","West","hand-tossed","15","three_topping_px","23"," 8","177","0.130"
" 8550767","West","hand-tossed","15","two_topping_px","17"," 8","177","0.096"
" 8388762","Midwest","deep dish","12","zero_topping_px","14"," 6","113","0.124"
"  850904","South","deep dish","16","zero_topping_px","27"," 8","201","0.134"
"  888704","West","thin","10","one_topping_px","11"," 5"," 79","0.139"
"10037209","Northeast","thin","16","one_topping_px","15"," 8","201","0.075"
" 6985753","South","thin","18","two_topping_px","23"," 9","254","0.092"
"10642729","West","hand-tossed","14","zero_topping_px","14"," 7","154","0.094"
" 7954870","Midwest","thin","13","three_topping_px","10"," 6","133","0.075"
" 1524483","Midwest","thin","14","zero_topping_px","16"," 7","154","0.104"
" 6895827","Midwest","thin","10","zero_topping_px"," 7"," 5"," 79","0.088"
"10382088","South","thin","12","zero_topping_px"," 9"," 6","113","0.079"
" 7944909","West","hand-tossed","18","zero_topping_px","19"," 9","254","0.075"
" 7867191","Midwest","stuffed","14","three_topping_px","20"," 7","154","0.131"
" 1409903","Midwest","thin","14","two_topping_px","18"," 7","154","0.119"
" 8837413","West","hand-tossed","28","four_topping_px","29","14","616","0.047"
"   71766","Midwest","hand-tossed","12","four_topping_px","13"," 6","113","0.111"
" 8681288","South","thin","12","zero_topping_px"," 9"," 6","113","0.079"
" 1682276","Midwest","thin","16","three_topping_px","16"," 8","201","0.077"
" 6217253","Midwest","hand-tossed","14","zero_topping_px","14"," 7","154","0.088"
" 8797756","Midwest","thin","14","three_topping_px","13"," 7","154","0.084"
" 1649828","Midwest","thin","14","four_topping_px"," 5"," 7","154","0.034"
" 3287820","West","hand-tossed","16","zero_topping_px","43"," 8","201","0.214"
"   19821","Midwest","thin","16","two_topping_px","22"," 8","201","0.112"
"11102205","Midwest","thin","18","zero_topping_px","27"," 9","254","0.106"
" 8632097","Midwest","thin","12","zero_topping_px","18"," 6","113","0.155"
" 8208423","Northeast","thin","16","three_topping_px","20"," 8","201","0.099"
" 8837413","West","hand-tossed","10","two_topping_px"," 7"," 5"," 79","0.089"
"10641648","Northeast","deep dish","10","one_topping_px"," 9"," 5"," 79","0.114"
" 9575078","Northeast","thin","16","four_topping_px","16"," 8","201","0.080"
"10240474","Midwest","hand-tossed","14","three_topping_px"," 9"," 7","154","0.058"
" 7154164","Midwest","thin","16","three_topping_px","10"," 8","201","0.051"
" 1573529","Midwest","thin","18","four_topping_px","28"," 9","254","0.110"
" 9787459","West","hand-tossed","16","zero_topping_px","14"," 8","201","0.070"
"10070314","Midwest","stuffed","16","three_topping_px","23"," 8","201","0.117"
"10601560","West","thin","14","one_topping_px"," 8"," 7","154","0.052"
"10577156","Midwest","stuffed","11","zero_topping_px","18"," 6"," 95","0.195"
" 8198539","West","thin","12","two_topping_px","12"," 6","113","0.103"
" 5215603","Midwest","thin","12","zero_topping_px","22"," 6","113","0.198"
" 1467482","Midwest","stuffed","10","zero_topping_px","11"," 5"," 79","0.139"
" 8494295","West","hand-tossed","24","two_topping_px","23","12","452","0.051"
" 2453292","West","thin","12","four_topping_px","15"," 6","113","0.137"
" 9660331","Midwest","thin","10","three_topping_px"," 9"," 5"," 79","0.114"
" 8203063","Midwest","thin","18","three_topping_px","18"," 9","254","0.071"
" 9114451","Midwest","hand-tossed","12","zero_topping_px","11"," 6","113","0.097"
"  633994","West","stuffed","14","two_topping_px","22"," 7","154","0.146"
"11910122","Midwest","thin","12","zero_topping_px","13"," 6","113","0.115"
" 1011641","Midwest","thin","12","zero_topping_px","16"," 6","113","0.145"
"  107776","Midwest","thin","14","one_topping_px","13"," 7","154","0.086"
" 7037464","West","deep dish","14","two_topping_px","12"," 7","154","0.078"
"  139433","Midwest","thin","16","zero_topping_px","12"," 8","201","0.062"
" 9173714","Midwest","hand-tossed","14","three_topping_px","19"," 7","154","0.121"
"10805041","Midwest","thin"," 8","zero_topping_px","21"," 4"," 50","0.417"
" 1652462","South","hand-tossed","12","one_topping_px"," 9"," 6","113","0.079"
"10711866","Midwest","stuffed","12","one_topping_px","17"," 6","113","0.149"
"10747870","Northeast","hand-tossed","16","two_topping_px","15"," 8","201","0.074"
"11759719","Midwest","thin","12","two_topping_px","12"," 6","113","0.102"
" 8946054","Midwest","thin","18","three_topping_px","12"," 9","254","0.048"
"10617765","Midwest","hand-tossed","14","one_topping_px","14"," 7","154","0.089"
" 1759903","Midwest","thin","16","zero_topping_px","13"," 8","201","0.063"
" 9436816","Northeast","thin","14","two_topping_px","11"," 7","154","0.071"
" 1652462","South","thin","10","two_topping_px"," 6"," 5"," 79","0.076"
" 9093508","Midwest","thin","16","one_topping_px","19"," 8","201","0.097"
" 6821411","South","thin","16","zero_topping_px","16"," 8","201","0.081"
"  772412","South","deep dish","20","two_topping_px","26","10","314","0.083"
"  259900","Midwest","stuffed","14","zero_topping_px","16"," 7","154","0.107"
"10291683","Midwest","thin","14","three_topping_px","15"," 7","154","0.095"
" 4529227","Midwest","thin","16","zero_topping_px","12"," 8","201","0.060"
"10527354","South","deep dish","10","two_topping_px","12"," 5"," 79","0.153"
"  500487","Midwest","stuffed","18","one_topping_px","24"," 9","254","0.096"
" 8888397","Midwest","thin","10","two_topping_px","16"," 5"," 79","0.207"
" 8260147","Northeast","thin","12","three_topping_px"," 8"," 6","113","0.071"
" 7087975","Midwest","thin","12","three_topping_px","13"," 6","113","0.115"
" 1619473","West","thin","18","two_topping_px","23"," 9","254","0.090"
" 7954345","West","stuffed","14","one_topping_px","16"," 7","154","0.102"
" 7036958","Midwest","thin","18","zero_topping_px","15"," 9","254","0.060"
" 9004853","Northeast","hand-tossed","12","three_topping_px"," 9"," 6","113","0.079"
" 1604700","Midwest","thin"," 8","zero_topping_px"," 7"," 4"," 50","0.139"
"11905309","West","thin","10","one_topping_px","16"," 5"," 79","0.204"
" 9719692","West","thin","14","zero_topping_px"," 8"," 7","154","0.052"
" 5644911","South","hand-tossed","14","zero_topping_px","14"," 7","154","0.088"
"   77881","Midwest","thin","14","three_topping_px","18"," 7","154","0.114"
"10620926","West","thin","16","zero_topping_px","17"," 8","201","0.085"
" 1713173","South","stuffed","12","one_topping_px","18"," 6","113","0.163"
" 8953367","West","thin","14","zero_topping_px","17"," 7","154","0.110"
"10568163","Northeast","hand-tossed","14","one_topping_px","15"," 7","154","0.096"
" 9400835","Midwest","deep dish","12","zero_topping_px","17"," 6","113","0.153"
"10367508","Northeast","stuffed","12","three_topping_px","11"," 6","113","0.097"
" 8526315","South","hand-tossed","12","three_topping_px","13"," 6","113","0.115"
"  785869","West","hand-tossed","12","two_topping_px","13"," 6","113","0.115"
" 8771653","Northeast","hand-tossed","14","two_topping_px","10"," 7","154","0.065"
"    9422","Midwest","stuffed","10","two_topping_px","14"," 5"," 79","0.172"
" 1779489","Midwest","deep dish","12","four_topping_px","17"," 6","113","0.147"
" 8537617","Northeast","thin","14","zero_topping_px","12"," 7","154","0.081"
" 7391028","Midwest","thin","14","zero_topping_px","14"," 7","154","0.091"
" 1895685","Midwest","thin","18","one_topping_px","17"," 9","254","0.067"
" 7857452","Northeast","hand-tossed","18","three_topping_px","14"," 9","254","0.057"
" 8488941","Midwest","thin","10","three_topping_px","18"," 5"," 79","0.233"
"  321251","Midwest","deep dish","12","two_topping_px","18"," 6","113","0.161"
" 6561635","Midwest","thin","16","zero_topping_px","19"," 8","201","0.093"
" 7837107","South","hand-tossed","14","one_topping_px","10"," 7","154","0.065"
"10077727","West","deep dish","10","four_topping_px"," 7"," 5"," 79","0.088"
" 1691699","Midwest","thin","14","zero_topping_px"," 9"," 7","154","0.058"
" 9723357","South","hand-tossed","18","zero_topping_px","18"," 9","254","0.069"
" 3019581","Midwest","thin","14","one_topping_px","15"," 7","154","0.099"
" 8553659","Midwest","thin","16","two_topping_px","16"," 8","201","0.080"
" 7809161","West","thin","16","two_topping_px","15"," 8","201","0.074"
" 3236134","West","thin","16","one_topping_px","16"," 8","201","0.082"
" 2030387","South","hand-tossed","12","three_topping_px","11"," 6","113","0.094"
" 8519321","West","thin","15","zero_topping_px","16"," 8","177","0.093"
" 7932618","Northeast","thin","14","one_topping_px","14"," 7","154","0.091"
" 1769393","Midwest","thin","12","two_topping_px","10"," 6","113","0.088"
"10070314","Midwest","stuffed","14","one_topping_px","19"," 7","154","0.123"
"  349714","Midwest","thin","12","two_topping_px"," 8"," 6","113","0.071"
"  633356","Northeast","thin","18","three_topping_px","12"," 9","254","0.047"
"10319216","Midwest","deep dish","18","two_topping_px","13"," 9","254","0.053"
" 7086890","Northeast","thin","12","one_topping_px","13"," 6","113","0.113"
" 8930420","West","thin","14","three_topping_px","13"," 7","154","0.084"
" 9711641","Midwest","stuffed","10","three_topping_px","15"," 5"," 79","0.190"
" 1436565","Midwest","thin","10","one_topping_px"," 9"," 5"," 79","0.110"
"10029045","Northeast","thin","16","four_topping_px","11"," 8","201","0.053"
" 3472583","Midwest","thin","16","four_topping_px","16"," 8","201","0.080"
" 4625901","Midwest","thin","16","four_topping_px","14"," 8","201","0.069"
" 8272748","Northeast","stuffed","16","two_topping_px","15"," 8","201","0.075"
"10620926","West","thin","10","zero_topping_px","10"," 5"," 79","0.127"
" 8987022","West","stuffed","12","one_topping_px","16"," 6","113","0.145"
" 8345679","West","thin"," 9","four_topping_px"," 7"," 4"," 64","0.117"
" 3135527","Midwest","deep dish","16","two_topping_px","19"," 8","201","0.094"
" 8645885","Midwest","deep dish","14","four_topping_px","19"," 7","154","0.125"
" 4927955","Midwest","thin","12","four_topping_px"," 8"," 6","113","0.070"
"10805041","Midwest","thin","14","zero_topping_px","26"," 7","154","0.169"
"10333372","Northeast","hand-tossed","16","three_topping_px","13"," 8","201","0.065"
" 8633292","Midwest","stuffed","12","one_topping_px","15"," 6","113","0.130"
"10821660","Midwest","deep dish","12","three_topping_px","14"," 6","113","0.123"
" 1916403","Midwest","thin","12","four_topping_px","19"," 6","113","0.170"
" 3912230","Midwest","thin","16","four_topping_px","16"," 8","201","0.082"
"10702973","Midwest","thin","10","zero_topping_px"," 5"," 5"," 79","0.063"
"11857908","West","hand-tossed","18","one_topping_px","16"," 9","254","0.063"
" 8866171","Midwest","stuffed","16","two_topping_px","21"," 8","201","0.103"
" 5039687","Midwest","thin","12","three_topping_px","12"," 6","113","0.106"
"  983739","Midwest","thin","12","zero_topping_px","11"," 6","113","0.097"
" 7764211","Midwest","thin","10","two_topping_px"," 7"," 5"," 79","0.089"
" 8697886","West","hand-tossed","15","three_topping_px","11"," 8","177","0.062"
" 8095582","South","thin","10","three_topping_px"," 7"," 5"," 79","0.089"
" 7954343","West","hand-tossed","10","two_topping_px"," 9"," 5"," 79","0.112"
" 4152476","South","hand-tossed","12","two_topping_px","12"," 6","113","0.110"
" 8860719","Northeast","thin","14","one_topping_px","16"," 7","154","0.107"
" 1956217","Midwest","stuffed","12","two_topping_px","16"," 6","113","0.146"
" 8952582","Midwest","deep dish","14","four_topping_px","10"," 7","154","0.062"
" 2528673","Midwest","thin","16","one_topping_px","21"," 8","201","0.106"
"  495729","West","thin","24","four_topping_px","33","12","452","0.073"
" 1483402","Northeast","thin","18","zero_topping_px","17"," 9","254","0.067"
" 6986619","Northeast","deep dish","14","three_topping_px","16"," 7","154","0.103"
" 1410759","Midwest","thin","18","three_topping_px","22"," 9","254","0.088"
" 1599747","Midwest","thin","16","two_topping_px","15"," 8","201","0.072"
" 9889173","Northeast","thin","12","four_topping_px"," 5"," 6","113","0.044"
" 8388759","Midwest","thin","14","zero_topping_px","12"," 7","154","0.078"
"10360860","South","thin","18","one_topping_px","15"," 9","254","0.059"
"10438232","South","thin","12","two_topping_px"," 9"," 6","113","0.079"
" 7919824","South","hand-tossed","12","three_topping_px","13"," 6","113","0.115"
" 9431355","South","stuffed","16","four_topping_px","19"," 8","201","0.096"
" 8889602","South","stuffed","18","three_topping_px","19"," 9","254","0.075"
"  769309","Midwest","thin","12","two_topping_px","16"," 6","113","0.141"
"10566749","Midwest","thin","16","one_topping_px","15"," 8","201","0.077"
" 1616858","South","thin","14","four_topping_px","12"," 7","154","0.078"
" 9990198","South","hand-tossed","16","two_topping_px","10"," 8","201","0.052"
" 7558955","South","deep dish","14","one_topping_px","11"," 7","154","0.075"
" 9935138","West","thin","14","two_topping_px","13"," 7","154","0.086"
