"crust","size","value","px_inc"
"stuffed","14","17","0.110"
"stuffed","14","16","0.105"
"stuffed","14","14","0.091"
"stuffed","10","14","0.178"
"stuffed","16","21","0.103"
"stuffed","12","18","0.155"
"stuffed","12","20","0.174"
"stuffed","18","22","0.086"
"stuffed","16","20","0.101"
"stuffed","14","18","0.116"
"stuffed","16","18","0.092"
"stuffed","10","14","0.181"
"stuffed","12","15","0.133"
"stuffed","14","20","0.130"
"stuffed","12","13","0.117"
"stuffed","12","13","0.118"
"stuffed","16","24","0.118"
"stuffed","14","16","0.107"
"stuffed","14","17","0.110"
"stuffed","12","17","0.149"
"stuffed","10","14","0.178"
"stuffed","18","22","0.087"
"stuffed","10","15","0.188"
"stuffed","12","23","0.206"
"stuffed","10","18","0.229"
"stuffed","12","19","0.171"
"stuffed","12","15","0.133"
"stuffed","12","15","0.136"
"stuffed","10","13","0.166"
"stuffed","10","12","0.153"
"stuffed","12","18","0.161"
"stuffed","16","15","0.075"
"stuffed","12","16","0.141"
"stuffed","10","12","0.150"
"stuffed","14","22","0.146"
"stuffed"," 8","10","0.199"
"stuffed","12","15","0.132"
"stuffed","10","13","0.162"
"stuffed","14","14","0.094"
"stuffed","14","18","0.117"
"stuffed","12","14","0.126"
"stuffed","10","16","0.201"
"stuffed"," 9","23","0.365"
"stuffed","10","14","0.172"
"stuffed","14","18","0.114"
"stuffed","12","14","0.128"
"stuffed","14","23","0.152"
"stuffed","12","14","0.123"
"stuffed","18","20","0.078"
"stuffed","16","16","0.078"
"stuffed","10","15","0.186"
"stuffed","16","22","0.109"
"stuffed","12","23","0.201"
"stuffed","12","19","0.168"
"stuffed","10","12","0.153"
"stuffed","12","17","0.150"
"stuffed","18","21","0.083"
"stuffed","14","18","0.115"
"stuffed","16","22","0.111"
"stuffed","16","20","0.101"
"stuffed","14","15","0.097"
"stuffed","14","19","0.126"
"stuffed","12","17","0.150"
"stuffed","14","21","0.135"
"stuffed","16","20","0.098"
"stuffed","14","18","0.117"
"stuffed","16","22","0.109"
"stuffed","12","16","0.144"
"stuffed","10","12","0.146"
"stuffed","12","18","0.162"
"stuffed","16","21","0.104"
"stuffed","14","18","0.117"
"stuffed","12","13","0.119"
"stuffed","12","17","0.150"
"stuffed","16","21","0.103"
"stuffed","16","18","0.088"
"stuffed","12","15","0.136"
"stuffed","16","12","0.060"
"stuffed","14","22","0.140"
"stuffed","10","13","0.168"
"stuffed","12","14","0.126"
"stuffed","10","14","0.185"
"stuffed","14","17","0.111"
"stuffed","12","17","0.149"
"stuffed","12","16","0.141"
"stuffed","14","15","0.097"
"stuffed"," 6"," 6","0.212"
"stuffed"," 8"," 9","0.183"
"stuffed"," 9","11","0.173"
"stuffed","12","15","0.135"
"stuffed","16","20","0.102"
"stuffed","16","20","0.102"
"stuffed","12","15","0.133"
"stuffed","14","21","0.139"
"stuffed","14","22","0.143"
"stuffed","16","24","0.122"
"stuffed","30","48","0.068"
"stuffed","16","20","0.100"
"stuffed","10","12","0.155"
"stuffed","12","15","0.129"
"stuffed"," 7","16","0.415"
"stuffed","14","16","0.106"
"stuffed","10"," 9","0.120"
"stuffed","30","46","0.065"
"stuffed","12","25","0.223"
"stuffed","12","14","0.128"
"stuffed","16","18","0.091"
"stuffed","10","12","0.146"
"stuffed","16","22","0.107"
"stuffed"," 6"," 7","0.256"
"stuffed","12","14","0.128"
"stuffed","14","17","0.112"
"stuffed","16","21","0.104"
"stuffed","10","15","0.190"
"stuffed","14","24","0.153"
"stuffed","12","23","0.207"
"stuffed","10","20","0.258"
"stuffed","10","12","0.159"
"stuffed","16","22","0.107"
"stuffed","16","23","0.114"
"stuffed","12","11","0.101"
"stuffed","14","26","0.166"
"stuffed","14","18","0.114"
"stuffed","12","13","0.115"
"stuffed","14","14","0.091"
"stuffed","10","14","0.184"
"stuffed","16","16","0.078"
"stuffed","14","20","0.133"
"stuffed","14","19","0.125"
"stuffed","14","19","0.123"
"stuffed","14","17","0.109"
"stuffed","10","13","0.169"
"stuffed","12","16","0.138"
"stuffed","14","17","0.114"
"stuffed","16","26","0.131"
"stuffed","16","20","0.101"
"stuffed","16","21","0.103"
"stuffed"," 8"," 9","0.183"
"stuffed","10","14","0.178"
"stuffed","16","26","0.127"
"stuffed","14","13","0.088"
"stuffed","14","23","0.149"
"stuffed","14","19","0.123"
"stuffed","16","17","0.084"
"stuffed","14","10","0.065"
"stuffed","14","23","0.147"
"stuffed","14","14","0.088"
"stuffed","10","20","0.254"
"stuffed","10","11","0.143"
"stuffed","14","17","0.110"
"stuffed","14","24","0.153"
"stuffed","12","20","0.172"
"stuffed","10","13","0.165"
"stuffed","14","12","0.078"
"stuffed","12"," 6","0.053"
"stuffed","12","16","0.141"
"stuffed","18","23","0.090"
"stuffed","14"," 3","0.017"
"stuffed","12","16","0.141"
"stuffed","14","24","0.156"
"stuffed","12","16","0.139"
"stuffed","16","24","0.120"
"stuffed","12","16","0.141"
"stuffed","14","30","0.195"
"stuffed","12","16","0.141"
"stuffed","12","12","0.104"
"stuffed","12","23","0.207"
"stuffed","10","15","0.191"
"stuffed","10","18","0.224"
"stuffed","12","18","0.161"
"stuffed","10","11","0.143"
"stuffed","10","17","0.218"
"stuffed","16","14","0.070"
"stuffed","10","17","0.213"
"stuffed","14","16","0.107"
"stuffed","12","18","0.159"
"stuffed","12","18","0.161"
"stuffed","10","10","0.127"
"stuffed","16","17","0.085"
"stuffed","14","17","0.112"
"stuffed","14","16","0.105"
"stuffed","12","14","0.122"
"stuffed","11","25","0.260"
"stuffed","10","14","0.172"
"stuffed","12","15","0.130"
"stuffed","10","10","0.127"
"stuffed","14","17","0.109"
"stuffed","18","20","0.078"
"stuffed","10","26","0.328"
"stuffed","12","14","0.122"
"stuffed","18","20","0.079"
"stuffed","14","19","0.124"
"stuffed","14","16","0.104"
"stuffed","14","17","0.109"
"stuffed","14","20","0.130"
"stuffed","10","14","0.178"
"stuffed","12","16","0.141"
"stuffed","16","18","0.090"
"stuffed","12","17","0.150"
"stuffed","12","21","0.189"
"stuffed","18","21","0.082"
"stuffed"," 6"," 6","0.212"
"stuffed","12","23","0.201"
"stuffed","10","16","0.201"
"stuffed","12","23","0.203"
"stuffed","18","20","0.079"
"stuffed"," 9","15","0.236"
"stuffed","14","16","0.104"
"stuffed","14","20","0.129"
"stuffed","14","19","0.123"
"stuffed","16","19","0.094"
"stuffed","12","17","0.146"
"stuffed","14","15","0.097"
"stuffed","16","18","0.089"
"stuffed","16","15","0.073"
"stuffed","12","17","0.150"
"stuffed","10","14","0.181"
"stuffed","14","22","0.145"
"stuffed","10","15","0.191"
"stuffed","14","16","0.101"
"stuffed"," 6"," 6","0.221"
"stuffed","14","25","0.162"
"stuffed","16","21","0.104"
"stuffed","14","18","0.117"
"stuffed","10","20","0.248"
"stuffed","12","11","0.097"
"stuffed","14","20","0.133"
"stuffed","12"," 2","0.013"
"stuffed","12","15","0.133"
"stuffed"," 6"," 6","0.221"
"stuffed","16","24","0.117"
"stuffed","10","14","0.181"
"stuffed","16","21","0.103"
"stuffed","11","20","0.206"
"stuffed","12","18","0.161"
"stuffed","14","10","0.065"
"stuffed","16","26","0.127"
"stuffed","12","18","0.161"
"stuffed","12","12","0.111"
"stuffed","14","21","0.135"
"stuffed","10","14","0.185"
"stuffed","10","16","0.198"
"stuffed","16","20","0.102"
"stuffed","30","38","0.054"
"stuffed","16","19","0.094"
"stuffed","14","17","0.113"
"stuffed","10","14","0.184"
"stuffed","14","16","0.104"
"stuffed","14","19","0.125"
"stuffed","14","24","0.159"
"stuffed","16","17","0.085"
"stuffed","16","20","0.099"
"stuffed","10","13","0.166"
"stuffed","14","17","0.110"
"stuffed","14","20","0.129"
"stuffed","16","33","0.164"
"stuffed","12","26","0.229"
"stuffed","16","19","0.097"
"stuffed","14","15","0.097"
"stuffed","16","16","0.082"
"stuffed","12","12","0.106"
"stuffed","16","29","0.144"
"stuffed","16","20","0.101"
"stuffed","18","31","0.122"
"stuffed","14","16","0.104"
"stuffed","12","16","0.144"
"stuffed","14","12","0.078"
"stuffed","16","26","0.128"
"stuffed","12","15","0.132"
"stuffed"," 8","10","0.199"
"stuffed","12","20","0.172"
"stuffed","16","16","0.080"
"stuffed","10","11","0.138"
"stuffed","16","13","0.065"
"stuffed","12","15","0.137"
"stuffed","16","22","0.111"
"stuffed","16","19","0.093"
"stuffed","12","15","0.135"
"stuffed","14","17","0.113"
"stuffed","10","14","0.172"
"stuffed","14","18","0.115"
"stuffed","10","12","0.155"
"stuffed","16","18","0.090"
"stuffed","16","23","0.114"
"stuffed","18","24","0.094"
"stuffed","12","15","0.133"
"stuffed","10","11","0.142"
"stuffed","14","17","0.110"
"stuffed","14","13","0.084"
"stuffed","14","16","0.104"
"stuffed","16","29","0.144"
"stuffed","14","17","0.112"
"stuffed","12","16","0.141"
"stuffed","12","13","0.117"
"stuffed","10","19","0.242"
"stuffed","16","19","0.094"
"stuffed","14","19","0.123"
"stuffed","10","13","0.171"
"stuffed","12","16","0.143"
"stuffed","16","19","0.094"
"stuffed"," 6"," 9","0.315"
"stuffed","12","16","0.145"
"stuffed","18","23","0.090"
"stuffed","10","12","0.153"
"stuffed","16","22","0.108"
"stuffed","16","19","0.094"
"stuffed","12","20","0.176"
"stuffed","12","19","0.166"
"stuffed","12","16","0.141"
"stuffed","12","10","0.088"
"stuffed","14","14","0.091"
"stuffed","18","24","0.094"
"stuffed","10","13","0.162"
"stuffed","14","19","0.122"
"stuffed","12","13","0.118"
"stuffed","12","12","0.110"
"stuffed","10","17","0.220"
"stuffed","10","12","0.152"
"stuffed","14","22","0.145"
"stuffed","16","12","0.061"
"stuffed","10","12","0.153"
"stuffed","14","18","0.117"
"stuffed","12","15","0.133"
"stuffed","10","12","0.159"
"stuffed","14","23","0.149"
"stuffed"," 9","12","0.181"
"stuffed","10","13","0.165"
"stuffed","18","23","0.090"
"stuffed","12","12","0.104"
"stuffed","14","16","0.102"
"stuffed","14","23","0.149"
"stuffed","14","20","0.133"
"stuffed","12","15","0.129"
"stuffed","16","15","0.077"
"stuffed","14","15","0.096"
"stuffed","10","12","0.152"
"stuffed","16","23","0.113"
"stuffed","10","15","0.188"
"stuffed","14","17","0.110"
"stuffed","12","19","0.170"
"stuffed","10","18","0.225"
"stuffed","12","19","0.168"
"stuffed","14","18","0.117"
"stuffed","11","13","0.136"
"stuffed","18","20","0.079"
"stuffed","12","16","0.139"
"stuffed","12","16","0.139"
"stuffed","16","20","0.099"
"stuffed","12","17","0.155"
"stuffed","16","23","0.114"
"stuffed","16","21","0.103"
"stuffed","10","12","0.156"
"stuffed","12","18","0.161"
"stuffed","14","24","0.159"
"stuffed","16","19","0.096"
"stuffed","18","29","0.114"
"stuffed","14","19","0.122"
"stuffed","12","14","0.126"
"stuffed","18","21","0.082"
"stuffed","14","25","0.162"
"stuffed","18","20","0.080"
"stuffed","14","16","0.104"
"stuffed","12","13","0.115"
"stuffed","10","18","0.229"
"stuffed","14","16","0.104"
"stuffed","16","18","0.092"
"stuffed","16","19","0.095"
"stuffed","14","22","0.140"
"stuffed","12","13","0.118"
"stuffed","14","17","0.109"
"stuffed","12","14","0.122"
"stuffed","10","19","0.242"
"stuffed","12","14","0.119"
"stuffed","12","20","0.177"
"stuffed","16","23","0.114"
"stuffed","10","10","0.134"
"stuffed"," 9","15","0.235"
"stuffed","14","28","0.179"
"stuffed","10","12","0.159"
"stuffed","10","13","0.162"
"stuffed","12","14","0.124"
"stuffed","10","16","0.202"
"stuffed","12","14","0.124"
"stuffed","16","22","0.111"
"stuffed","12","15","0.132"
"stuffed","14","24","0.156"
"stuffed","14","19","0.127"
"stuffed","14","18","0.117"
"stuffed","14","13","0.084"
"stuffed","14","18","0.117"
"stuffed","10","19","0.246"
"stuffed","14","29","0.191"
"stuffed","18","24","0.094"
"stuffed","14","11","0.071"
"stuffed","16","23","0.112"
"stuffed","14","16","0.104"
"stuffed","12","16","0.144"
"stuffed","10","13","0.166"
"stuffed","12","14","0.124"
"stuffed","14","19","0.123"
"stuffed","14","12","0.078"
"stuffed","16","15","0.075"
"stuffed","12","17","0.150"
"stuffed","14","20","0.130"
"stuffed","12","17","0.149"
"stuffed","10","15","0.190"
"stuffed"," 8"," 9","0.184"
"stuffed","12","16","0.139"
"stuffed"," 9","12","0.181"
"stuffed","12","23","0.205"
"stuffed","10","11","0.141"
"stuffed","12","16","0.137"
"stuffed","16","20","0.101"
"stuffed"," 8","10","0.199"
"stuffed","14","18","0.117"
"stuffed","14","27","0.175"
"stuffed"," 9","14","0.224"
"stuffed","14","18","0.115"
"stuffed","18","23","0.090"
"stuffed","14","19","0.122"
"stuffed","12","12","0.104"
"stuffed","18","18","0.073"
"stuffed","16","21","0.106"
"stuffed"," 7","11","0.285"
"stuffed","10","17","0.218"
"stuffed","14","20","0.130"
"stuffed","12","18","0.157"
"stuffed","12","15","0.130"
"stuffed","10","28","0.357"
"stuffed","16","19","0.093"
"stuffed","16","19","0.093"
"stuffed","16","17","0.085"
"stuffed","30","32","0.046"
"stuffed","12","14","0.122"
"stuffed","14","19","0.123"
"stuffed","14","18","0.117"
"stuffed"," 8"," 8","0.169"
"stuffed","12","17","0.150"
"stuffed","16","23","0.117"
"stuffed","12","17","0.150"
"stuffed","16","21","0.102"
"stuffed","16","22","0.111"
"stuffed","16","16","0.080"
"stuffed"," 6"," 7","0.246"
"stuffed","16","19","0.097"
"stuffed","12","16","0.141"
"stuffed"," 6"," 6","0.203"
"stuffed","12","17","0.150"
"stuffed","14","25","0.162"
"stuffed","14","20","0.131"
"stuffed","12","13","0.118"
"stuffed","10","22","0.280"
"stuffed","10","20","0.251"
"stuffed","12","21","0.189"
"stuffed","14","27","0.175"
"stuffed","18","35","0.138"
"stuffed","18","26","0.101"
"stuffed","14","17","0.110"
"stuffed","16","19","0.094"
"stuffed","12","18","0.157"
"stuffed","16","21","0.104"
"stuffed"," 9","12","0.181"
"stuffed","14","19","0.121"
"stuffed","16","15","0.075"
"stuffed","18","20","0.079"
"stuffed","14","15","0.097"
"stuffed","18","23","0.090"
"stuffed","12","11","0.097"
"stuffed","10","13","0.166"
"stuffed"," 6"," 5","0.186"
"stuffed","14","21","0.136"
"stuffed","18","25","0.099"
"stuffed","16","20","0.101"
"stuffed","12","17","0.154"
"stuffed","14","24","0.153"
"stuffed","14","17","0.114"
"stuffed","16","24","0.117"
"stuffed","14","17","0.113"
"stuffed","14","22","0.140"
"stuffed","14","22","0.143"
"stuffed","18","27","0.106"
"stuffed","30","32","0.046"
"stuffed","12","18","0.161"
"stuffed","12","17","0.149"
"stuffed","14","21","0.135"
"stuffed","14","19","0.121"
"stuffed","14"," 2","0.010"
"stuffed","16","22","0.109"
"stuffed","18","24","0.094"
"stuffed","16","29","0.144"
"stuffed","12","14","0.128"
"stuffed","10","17","0.215"
"stuffed","12","19","0.171"
"stuffed","12","14","0.122"
"stuffed","14","19","0.126"
"stuffed","16","16","0.082"
"stuffed","10"," 9","0.111"
"stuffed","16","23","0.115"
"stuffed","10","15","0.191"
"stuffed","12","14","0.124"
"stuffed","14","18","0.118"
"stuffed","14","19","0.122"
"stuffed","10","14","0.178"
"stuffed","16","32","0.159"
"stuffed","14","22","0.140"
"stuffed","14","18","0.114"
"stuffed","14","22","0.140"
"stuffed","12"," 9","0.079"
"stuffed","14","20","0.130"
"stuffed","16","19","0.094"
"stuffed","18","21","0.084"
"stuffed","10","13","0.168"
"stuffed","13","20","0.153"
"stuffed","12","13","0.114"
"stuffed","14","18","0.117"
"stuffed","12","14","0.124"
"stuffed","10","15","0.191"
"stuffed","12","22","0.191"
"stuffed","10","20","0.260"
"stuffed","14","18","0.117"
"stuffed","10","24","0.306"
"stuffed","12","20","0.177"
"stuffed","10","15","0.194"
"stuffed","14","15","0.097"
"stuffed","12","18","0.159"
"stuffed","12","17","0.150"
"stuffed","14","18","0.117"
"stuffed","16","23","0.113"
"stuffed","16","21","0.104"
"stuffed","16","18","0.089"
"stuffed","12","18","0.155"
"stuffed","10","14","0.175"
"stuffed","14","40","0.260"
"stuffed","14","24","0.156"
"stuffed","14","19","0.126"
"stuffed","16","15","0.077"
"stuffed","14","18","0.115"
"stuffed","14","17","0.112"
"stuffed","14","22","0.145"
"stuffed","14","19","0.122"
"stuffed","10","15","0.191"
"stuffed","14","13","0.084"
"stuffed","14","15","0.097"
"stuffed","14","24","0.158"
"stuffed","14","20","0.130"
"stuffed","14","19","0.121"
"stuffed","12","24","0.212"
"stuffed","12","13","0.115"
"stuffed","10","14","0.178"
"stuffed","14","16","0.106"
"stuffed","14"," 4","0.029"
"stuffed","14","19","0.125"
"stuffed","12","18","0.156"
"stuffed","12","13","0.113"
"stuffed","12","18","0.161"
"stuffed","12","20","0.173"
"stuffed","18","31","0.122"
"stuffed","12","11","0.097"
"stuffed","10","17","0.220"
"stuffed","11","13","0.136"
"stuffed","12","17","0.150"
"stuffed","14","15","0.097"
"stuffed","14","17","0.110"
"stuffed","16","29","0.144"
"stuffed","14","19","0.126"
"stuffed","12","20","0.177"
"stuffed","14","15","0.097"
"stuffed","14","13","0.084"
"stuffed","10","15","0.197"
"stuffed","12","16","0.137"
"stuffed","12","18","0.161"
"stuffed","10","12","0.156"
"stuffed","16","24","0.121"
"stuffed","14","24","0.155"
"stuffed","10","14","0.184"
"stuffed"," 8"," 9","0.184"
"stuffed","10","13","0.162"
"stuffed","14","16","0.104"
"stuffed","12","15","0.132"
"stuffed"," 9","12","0.188"
"stuffed","10","14","0.172"
"stuffed","12","14","0.124"
"stuffed"," 9","15","0.236"
"stuffed"," 8","10","0.199"
"stuffed","14","22","0.146"
"stuffed","18","24","0.094"
"stuffed"," 8","14","0.285"
"stuffed","16","19","0.093"
"stuffed","14","19","0.122"
"stuffed","12","16","0.141"
"stuffed","12","16","0.137"
"stuffed","10","17","0.218"
"stuffed","12","24","0.212"
"stuffed","12","16","0.139"
"stuffed","12","22","0.195"
"stuffed","14","14","0.091"
"stuffed","14","18","0.120"
"stuffed","14","16","0.105"
"stuffed","14","16","0.107"
"stuffed","10","14","0.176"
"stuffed","14","27","0.176"
"stuffed","12","18","0.157"
"stuffed"," 9","13","0.204"
"stuffed","14","20","0.133"
"stuffed","12","19","0.168"
"stuffed","16","22","0.109"
"stuffed","12","22","0.193"
"stuffed","18","21","0.082"
"stuffed","10"," 6","0.076"
"stuffed","10","20","0.254"
"stuffed","14","21","0.136"
"stuffed","16","21","0.103"
"stuffed","11","13","0.136"
"stuffed","12","14","0.128"
"stuffed","14","21","0.136"
"stuffed","16","21","0.104"
"stuffed","12","19","0.170"
"stuffed","10","12","0.150"
"stuffed","14","18","0.117"
"stuffed","18","22","0.087"
"stuffed","10","13","0.166"
"stuffed","12","17","0.150"
"stuffed","12","16","0.141"
"stuffed","16","14","0.070"
"stuffed","14","16","0.106"
"stuffed","16","20","0.099"
"stuffed","10","12","0.159"
"stuffed","12","17","0.150"
"stuffed","14","19","0.121"
"stuffed","16","21","0.103"
"stuffed","12","10","0.088"
"stuffed","12","14","0.122"
"stuffed","10","13","0.165"
"stuffed","10","18","0.224"
"stuffed","10","11","0.141"
"stuffed","16","19","0.097"
"stuffed","12","11","0.097"
"stuffed","10","14","0.172"
"stuffed","13","21","0.160"
"stuffed","10","17","0.220"
"stuffed","12","12","0.106"
"stuffed","14","21","0.135"
"stuffed","18","25","0.098"
"stuffed","10","15","0.188"
"stuffed","14","24","0.156"
"stuffed","10","18","0.229"
"stuffed","10","16","0.197"
"stuffed","16","19","0.093"
"stuffed","16","18","0.090"
"stuffed","16","23","0.116"
"stuffed","14","20","0.129"
"stuffed","18","35","0.138"
"stuffed","12","20","0.181"
"stuffed","12","24","0.209"
"stuffed","10","19","0.242"
"stuffed","15","22","0.123"
"stuffed"," 8"," 8","0.162"
"stuffed","16","20","0.099"
"stuffed","14","16","0.102"
"stuffed","14","19","0.126"
"stuffed","12","13","0.117"
"stuffed","10","13","0.162"
"stuffed","12","13","0.115"
"stuffed"," 6"," 7","0.251"
"stuffed","14","18","0.117"
"stuffed","14","26","0.169"
"stuffed","10","11","0.139"
"stuffed","14","16","0.106"
"stuffed","16","19","0.094"
"stuffed","12","22","0.191"
"stuffed","14","19","0.124"
"stuffed","14","22","0.142"
"stuffed"," 8"," 9","0.184"
"stuffed","16","16","0.082"
"stuffed","12","16","0.141"
"stuffed","18","35","0.138"
"stuffed","12","17","0.149"
"stuffed","12","16","0.141"
"stuffed"," 8","10","0.199"
"stuffed","18","27","0.106"
"stuffed","12","18","0.164"
"stuffed","16","17","0.085"
"stuffed","14","19","0.122"
"stuffed","10","14","0.181"
"stuffed","16","21","0.103"
"stuffed","16","25","0.123"
"stuffed","14","19","0.124"
"stuffed","12","15","0.137"
"stuffed"," 9","16","0.244"
"stuffed","14","18","0.119"
"stuffed","12","18","0.159"
"stuffed","12","15","0.137"
"stuffed","12","17","0.150"
"stuffed","14","20","0.129"
"stuffed","14","26","0.167"
"stuffed","14"," 1","0.008"
"stuffed","14","20","0.130"
"stuffed","14","26","0.172"
"stuffed","14","15","0.097"
"stuffed","12","18","0.159"
"stuffed","12","16","0.137"
"stuffed","14","13","0.084"
"stuffed","14","17","0.110"
"stuffed","16","12","0.060"
"stuffed","10"," 6","0.080"
"stuffed","12","18","0.161"
"stuffed","12","11","0.097"
"stuffed","12","16","0.145"
"stuffed","12","18","0.161"
"stuffed","18","24","0.092"
"stuffed","10","14","0.172"
"stuffed","16","19","0.096"
"stuffed","12","15","0.130"
"stuffed","12","16","0.139"
"stuffed"," 7","11","0.299"
"stuffed","10","15","0.197"
"stuffed","12","18","0.155"
"stuffed","16","15","0.075"
"stuffed","16","19","0.094"
"stuffed","16","19","0.097"
"stuffed","14","24","0.156"
"stuffed","12","14","0.124"
"stuffed"," 9","11","0.173"
"stuffed","10","15","0.191"
"stuffed","14","19","0.123"
"stuffed","14","11","0.072"
"stuffed","16","22","0.109"
"stuffed","16","18","0.089"
"stuffed","16","17","0.085"
"stuffed","12","14","0.119"
"stuffed","18","22","0.088"
"stuffed","10","12","0.150"
"stuffed","16","16","0.082"
"stuffed","14","17","0.109"
"stuffed"," 6"," 6","0.230"
"stuffed","16","22","0.109"
"stuffed","10","16","0.209"
"stuffed","16","22","0.107"
"stuffed","12","12","0.105"
"stuffed","14","21","0.136"
"stuffed","12","15","0.130"
"stuffed","14","18","0.117"
"stuffed","14","24","0.156"
"stuffed","10","12","0.159"
"stuffed","12","18","0.155"
"stuffed","16","18","0.092"
"stuffed","10","14","0.174"
"stuffed","12","13","0.115"
"stuffed","16","24","0.119"
"stuffed","12","17","0.150"
"stuffed","12","16","0.141"
"stuffed","14","19","0.125"
"stuffed","16","18","0.091"
"stuffed","12","20","0.181"
"stuffed","18","24","0.095"
"stuffed","14","20","0.130"
"stuffed","12","16","0.141"
"stuffed","12","14","0.122"
"stuffed","18","19","0.073"
"stuffed","12","16","0.144"
"stuffed","30","42","0.060"
"stuffed","18","22","0.086"
"stuffed","12","16","0.137"
"stuffed","12","11","0.097"
"stuffed","16","19","0.094"
"stuffed","12","20","0.178"
"stuffed"," 9","16","0.251"
"stuffed","10","12","0.150"
"stuffed","12","24","0.212"
"stuffed","14","16","0.104"
"stuffed","10"," 9","0.111"
"stuffed","12","14","0.123"
"stuffed","12","15","0.137"
"stuffed","14","16","0.104"
"stuffed","14","18","0.117"
"stuffed","16","19","0.095"
"stuffed","12","14","0.128"
"stuffed","16","20","0.098"
"stuffed","18","26","0.101"
"stuffed","14","13","0.088"
"stuffed","14","18","0.119"
"stuffed","12","16","0.137"
"stuffed","12","19","0.168"
"stuffed","10"," 9","0.115"
"stuffed","12","17","0.149"
"stuffed","10","16","0.210"
"stuffed","10","10","0.132"
"stuffed","14","15","0.097"
"stuffed","10","12","0.156"
"stuffed","12","14","0.128"
"stuffed","12","18","0.162"
"stuffed","16","20","0.099"
"stuffed","14","16","0.107"
"stuffed","16","19","0.094"
"stuffed","18","23","0.090"
"stuffed","14","27","0.174"
"stuffed","14","17","0.112"
"stuffed","12","15","0.133"
"stuffed","14","18","0.120"
"stuffed","14","18","0.117"
"stuffed"," 9","18","0.277"
"stuffed","14","16","0.107"
"stuffed","12"," 9","0.077"
"stuffed","14","19","0.121"
"stuffed","12","15","0.131"
"stuffed","12","14","0.122"
"stuffed","10","11","0.140"
"stuffed","18","22","0.087"
"stuffed"," 7","11","0.286"
"stuffed","12","18","0.162"
"stuffed","12","15","0.130"
"stuffed","14","17","0.110"
"stuffed","16","16","0.077"
"stuffed","14","18","0.114"
"stuffed","14","10","0.067"
"stuffed","14","17","0.110"
"stuffed"," 6"," 8","0.294"
"stuffed","16","15","0.077"
"stuffed","10","17","0.216"
"stuffed","10","12","0.158"
"stuffed","12","14","0.124"
"stuffed","16","20","0.097"
"stuffed","14","18","0.114"
"stuffed","16","21","0.104"
"stuffed","12","16","0.144"
"stuffed","16","18","0.089"
"stuffed","14","15","0.096"
"stuffed","14","17","0.108"
"stuffed","10","22","0.279"
"stuffed","14","19","0.123"
"stuffed","12","17","0.147"
"stuffed","24","25","0.055"
"stuffed","16","21","0.104"
"stuffed","12","13","0.119"
"stuffed","10","10","0.134"
"stuffed","14","20","0.132"
"stuffed","12","18","0.157"
"stuffed","16","18","0.088"
"stuffed","16","23","0.114"
"stuffed","16","20","0.099"
"stuffed","10","16","0.203"
"stuffed","16","19","0.094"
"stuffed","12","16","0.146"
"stuffed","14","15","0.097"
"stuffed","10","14","0.178"
"stuffed","12","15","0.130"
"stuffed","14","24","0.156"
