msa,"Abilene, TX Metro Area","Akron, OH Metro Area","Albany, GA Metro Area","Albany-Schenectady-Troy, NY Metro Area","Albuquerque, NM Metro Area","Alexandria, LA Metro Area","Allentown-Bethlehem-Easton, PA-NJ Metro Area","Altoona, PA Metro Area","Amarillo, TX Metro Area","Ames, IA Metro Area","Anchorage, AK Metro Area","Anderson, IN Metro Area","Anderson, SC Metro Area","Ann Arbor, MI Metro Area","Anniston-Oxford, AL Metro Area","Appleton, WI Metro Area","Asheville, NC Metro Area","Athens-Clarke County, GA Metro Area","Atlanta-Sandy Springs-Marietta, GA Metro Area","Atlantic City-Hammonton, NJ Metro Area","Auburn-Opelika, AL Metro Area","Augusta-Richmond County, GA-SC Metro Area","Austin-Round Rock-San Marcos, TX Metro Area","Bakersfield-Delano, CA Metro Area","Baltimore-Towson, MD Metro Area","Bangor, ME Metro Area","Barnstable Town, MA Metro Area","Baton Rouge, LA Metro Area","Battle Creek, MI Metro Area","Bay City, MI Metro Area","Beaumont-Port Arthur, TX Metro Area","Bellingham, WA Metro Area","Bend, OR Metro Area","Billings, MT Metro Area","Binghamton, NY Metro Area","Birmingham-Hoover, AL Metro Area","Bismarck, ND Metro Area","Blacksburg-Christiansburg-Radford, VA Metro Area","Bloomington, IN Metro Area","Bloomington-Normal, IL Metro Area","Boise City-Nampa, ID Metro Area","Boston-Cambridge-Quincy, MA-NH Metro Area","Boulder, CO Metro Area","Bowling Green, KY Metro Area","Bremerton-Silverdale, WA Metro Area","Bridgeport-Stamford-Norwalk, CT Metro Area","Brownsville-Harlingen, TX Metro Area","Brunswick, GA Metro Area","Buffalo-Niagara Falls, NY Metro Area","Burlington, NC Metro Area","Burlington-South Burlington, VT Metro Area","Canton-Massillon, OH Metro Area","Cape Coral-Fort Myers, FL Metro Area","Cape Girardeau-Jackson, MO-IL Metro Area","Carson City, NV Metro Area","Casper, WY Metro Area","Cedar Rapids, IA Metro Area","Champaign-Urbana, IL Metro Area","Charleston, WV Metro Area","Charleston-North Charleston-Summerville, SC Metro Area","Charlotte-Gastonia-Rock Hill, NC-SC Metro Area","Charlottesville, VA Metro Area","Chattanooga, TN-GA Metro Area","Cheyenne, WY Metro Area","Chicago-Joliet-Naperville, IL-IN-WI Metro Area","Chico, CA Metro Area","Cincinnati-Middletown, OH-KY-IN Metro Area","Clarksville, TN-KY Metro Area","Cleveland, TN Metro Area","Cleveland-Elyria-Mentor, OH Metro Area","Coeur d'Alene, ID Metro Area","College Station-Bryan, TX Metro Area","Colorado Springs, CO Metro Area","Columbia, MO Metro Area","Columbia, SC Metro Area","Columbus, GA-AL Metro Area","Columbus, IN Metro Area","Columbus, OH Metro Area","Corpus Christi, TX Metro Area","Corvallis, OR Metro Area","Crestview-Fort Walton Beach-Destin, FL Metro Area","Cumberland, MD-WV Metro Area","Dallas-Fort Worth-Arlington, TX Metro Area","Dalton, GA Metro Area","Danville, IL Metro Area","Danville, VA Metro Area","Davenport-Moline-Rock Island, IA-IL Metro Area","Dayton, OH Metro Area","Decatur, AL Metro Area","Decatur, IL Metro Area","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Denver-Aurora-Broomfield, CO Metro Area","Des Moines-West Des Moines, IA Metro Area","Detroit-Warren-Livonia, MI Metro Area","Dothan, AL Metro Area","Dover, DE Metro Area","Dubuque, IA Metro Area","Duluth, MN-WI Metro Area","Durham-Chapel Hill, NC Metro Area","Eau Claire, WI Metro Area","El Centro, CA Metro Area","Elizabethtown, KY Metro Area","Elkhart-Goshen, IN Metro Area","Elmira, NY Metro Area","El Paso, TX Metro Area","Erie, PA Metro Area","Eugene-Springfield, OR Metro Area","Evansville, IN-KY Metro Area","Fairbanks, AK Metro Area","Fargo, ND-MN Metro Area","Farmington, NM Metro Area","Fayetteville, NC Metro Area","Fayetteville-Springdale-Rogers, AR-MO Metro Area","Flagstaff, AZ Metro Area","Flint, MI Metro Area","Florence, SC Metro Area","Florence-Muscle Shoals, AL Metro Area","Fond du Lac, WI Metro Area","Fort Collins-Loveland, CO Metro Area","Fort Smith, AR-OK Metro Area","Fort Wayne, IN Metro Area","Fresno, CA Metro Area","Gadsden, AL Metro Area","Gainesville, FL Metro Area","Gainesville, GA Metro Area","Glens Falls, NY Metro Area","Goldsboro, NC Metro Area","Grand Forks, ND-MN Metro Area","Grand Junction, CO Metro Area","Grand Rapids-Wyoming, MI Metro Area","Great Falls, MT Metro Area","Greeley, CO Metro Area","Green Bay, WI Metro Area","Greensboro-High Point, NC Metro Area","Greenville, NC Metro Area","Greenville-Mauldin-Easley, SC Metro Area","Gulfport-Biloxi, MS Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area","Hanford-Corcoran, CA Metro Area","Harrisburg-Carlisle, PA Metro Area","Harrisonburg, VA Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area","Hattiesburg, MS Metro Area","Hickory-Lenoir-Morganton, NC Metro Area","Hinesville-Fort Stewart, GA Metro Area","Holland-Grand Haven, MI Metro Area","Honolulu, HI Metro Area","Hot Springs, AR Metro Area","Houma-Bayou Cane-Thibodaux, LA Metro Area","Houston-Sugar Land-Baytown, TX Metro Area","Huntington-Ashland, WV-KY-OH Metro Area","Huntsville, AL Metro Area","Idaho Falls, ID Metro Area","Indianapolis-Carmel, IN Metro Area","Iowa City, IA Metro Area","Ithaca, NY Metro Area","Jackson, MI Metro Area","Jackson, MS Metro Area","Jackson, TN Metro Area","Jacksonville, FL Metro Area","Jacksonville, NC Metro Area","Janesville, WI Metro Area","Jefferson City, MO Metro Area","Johnson City, TN Metro Area","Johnstown, PA Metro Area","Jonesboro, AR Metro Area","Joplin, MO Metro Area","Kalamazoo-Portage, MI Metro Area","Kankakee-Bradley, IL Metro Area","Kansas City, MO-KS Metro Area","Kennewick-Pasco-Richland, WA Metro Area","Killeen-Temple-Fort Hood, TX Metro Area","Kingsport-Bristol-Bristol, TN-VA Metro Area","Kingston, NY Metro Area","Knoxville, TN Metro Area","Kokomo, IN Metro Area","La Crosse, WI-MN Metro Area","Lafayette, IN Metro Area","Lafayette, LA Metro Area","Lake Charles, LA Metro Area","Lake Havasu City-Kingman, AZ Metro Area","Lakeland-Winter Haven, FL Metro Area","Lancaster, PA Metro Area","Lansing-East Lansing, MI Metro Area","Laredo, TX Metro Area","Las Cruces, NM Metro Area","Las Vegas-Paradise, NV Metro Area","Lawrence, KS Metro Area","Lawton, OK Metro Area","Lebanon, PA Metro Area","Lewiston, ID-WA Metro Area","Lewiston-Auburn, ME Metro Area","Lexington-Fayette, KY Metro Area","Lima, OH Metro Area","Lincoln, NE Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area","Logan, UT-ID Metro Area","Longview, TX Metro Area","Longview, WA Metro Area","Los Angeles-Long Beach-Santa Ana, CA Metro Area","Louisville/Jefferson County, KY-IN Metro Area","Lubbock, TX Metro Area","Lynchburg, VA Metro Area","Macon, GA Metro Area","Madera-Chowchilla, CA Metro Area","Madison, WI Metro Area","Manchester-Nashua, NH Metro Area","Manhattan, KS Metro Area","Mankato-North Mankato, MN Metro Area","Mansfield, OH Metro Area","McAllen-Edinburg-Mission, TX Metro Area","Medford, OR Metro Area","Memphis, TN-MS-AR Metro Area","Merced, CA Metro Area","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Michigan City-La Porte, IN Metro Area","Midland, TX Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Missoula, MT Metro Area","Mobile, AL Metro Area","Modesto, CA Metro Area","Monroe, LA Metro Area","Monroe, MI Metro Area","Montgomery, AL Metro Area","Morgantown, WV Metro Area","Morristown, TN Metro Area","Mount Vernon-Anacortes, WA Metro Area","Muncie, IN Metro Area","Muskegon-Norton Shores, MI Metro Area","Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area","Napa, CA Metro Area","Naples-Marco Island, FL Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","New Haven-Milford, CT Metro Area","New Orleans-Metairie-Kenner, LA Metro Area","New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area","Niles-Benton Harbor, MI Metro Area","North Port-Bradenton-Sarasota, FL Metro Area","Norwich-New London, CT Metro Area","Ocala, FL Metro Area","Ocean City, NJ Metro Area","Odessa, TX Metro Area","Ogden-Clearfield, UT Metro Area","Oklahoma City, OK Metro Area","Olympia, WA Metro Area","Omaha-Council Bluffs, NE-IA Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area","Oshkosh-Neenah, WI Metro Area","Owensboro, KY Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area","Palm Bay-Melbourne-Titusville, FL Metro Area","Palm Coast, FL Metro Area","Panama City-Lynn Haven-Panama City Beach, FL Metro Area","Parkersburg-Marietta-Vienna, WV-OH Metro Area","Pascagoula, MS Metro Area","Pensacola-Ferry Pass-Brent, FL Metro Area","Peoria, IL Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Phoenix-Mesa-Glendale, AZ Metro Area","Pine Bluff, AR Metro Area","Pittsburgh, PA Metro Area","Pittsfield, MA Metro Area","Pocatello, ID Metro Area","Portland-South Portland-Biddeford, ME Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area","Port St. Lucie, FL Metro Area","Poughkeepsie-Newburgh-Middletown, NY Metro Area","Prescott, AZ Metro Area","Providence-New Bedford-Fall River, RI-MA Metro Area","Provo-Orem, UT Metro Area","Pueblo, CO Metro Area","Punta Gorda, FL Metro Area","Racine, WI Metro Area","Raleigh-Cary, NC Metro Area","Rapid City, SD Metro Area","Reading, PA Metro Area","Redding, CA Metro Area","Reno-Sparks, NV Metro Area","Richmond, VA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area","Roanoke, VA Metro Area","Rochester, MN Metro Area","Rochester, NY Metro Area","Rockford, IL Metro Area","Rocky Mount, NC Metro Area","Rome, GA Metro Area","Sacramento--Arden-Arcade--Roseville, CA Metro Area","Saginaw-Saginaw Township North, MI Metro Area","St. Cloud, MN Metro Area","St. George, UT Metro Area","St. Joseph, MO-KS Metro Area","St. Louis, MO-IL Metro Area","Salem, OR Metro Area","Salinas, CA Metro Area","Salisbury, MD Metro Area","Salt Lake City, UT Metro Area","San Angelo, TX Metro Area","San Antonio-New Braunfels, TX Metro Area","San Diego-Carlsbad-San Marcos, CA Metro Area","Sandusky, OH Metro Area","San Francisco-Oakland-Fremont, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Luis Obispo-Paso Robles, CA Metro Area","Santa Barbara-Santa Maria-Goleta, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area","Santa Fe, NM Metro Area","Santa Rosa-Petaluma, CA Metro Area","Savannah, GA Metro Area","Scranton--Wilkes-Barre, PA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area","Sebastian-Vero Beach, FL Metro Area","Sheboygan, WI Metro Area","Sherman-Denison, TX Metro Area","Shreveport-Bossier City, LA Metro Area","Sioux City, IA-NE-SD Metro Area","Sioux Falls, SD Metro Area","South Bend-Mishawaka, IN-MI Metro Area","Spartanburg, SC Metro Area","Spokane, WA Metro Area","Springfield, IL Metro Area","Springfield, MA Metro Area","Springfield, MO Metro Area","Springfield, OH Metro Area","State College, PA Metro Area","Steubenville-Weirton, OH-WV Metro Area","Stockton, CA Metro Area","Sumter, SC Metro Area","Syracuse, NY Metro Area","Tallahassee, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area","Terre Haute, IN Metro Area","Texarkana, TX-Texarkana, AR Metro Area","Toledo, OH Metro Area","Topeka, KS Metro Area","Trenton-Ewing, NJ Metro Area","Tucson, AZ Metro Area","Tulsa, OK Metro Area","Tuscaloosa, AL Metro Area","Tyler, TX Metro Area","Utica-Rome, NY Metro Area","Valdosta, GA Metro Area","Vallejo-Fairfield, CA Metro Area","Victoria, TX Metro Area","Vineland-Millville-Bridgeton, NJ Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Visalia-Porterville, CA Metro Area","Waco, TX Metro Area","Warner Robins, GA Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Waterloo-Cedar Falls, IA Metro Area","Wausau, WI Metro Area","Wenatchee-East Wenatchee, WA Metro Area","Wheeling, WV-OH Metro Area","Wichita, KS Metro Area","Wichita Falls, TX Metro Area","Williamsport, PA Metro Area","Wilmington, NC Metro Area","Winchester, VA-WV Metro Area","Winston-Salem, NC Metro Area","Worcester, MA Metro Area","Yakima, WA Metro Area","York-Hanover, PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area","Yuba City, CA Metro Area","Yuma, AZ Metro Area"
1,25081,29370,22742,34182,29985,25766,30889,25824,26837,18654,36437,25029,27703,26067,21928,32215,25739,21300,31504,29686,21656,26896,31073,23102,39866,25577,31424,30305,26017,25020,26436,25187,25523,28842,26188,30688,33892,20535,18016,27868,25955,37954,30981,21304,32362,40413,20039,24736,30477,25525,30656,26706,25099,24708,26959,29926,31279,23615,31236,28879,30660,31421,26806,31344,32491,21420,30775,26281,24425,30561,23903,20047,29685,25386,29627,26259,27435,31589,26161,19949,27807,22403,31756,23344,30079,25447,30826,26998,26263,26134,25293,35104,35184,30652,25699,28094,28239,25351,28236,24862,21399,29914,26294,27485,22211,26277,22278,27625,32255,30104,26484,27375,27199,20911,24180,25451,28120,30800,25562,24094,30241,21995,21532,24977,25980,29594,22503,25865,27096,27787,23987,29069,30554,26744,22216,26727,25340,31418,24226,31147,20363,37769,20789,25286,28376,26074,33053,24994,30553,31265,26461,31083,23848,31287,26740,28121,24657,27633,27128,28999,24856,26436,29283,25263,26748,25576,23181,23658,29467,31705,30581,28894,25909,31158,28857,26098,24892,21403,27237,26205,20275,26535,29958,22459,21645,20032,30061,21137,25587,29558,24823,28959,27365,23294,27100,30649,19389,25908,29082,29815,28991,21431,26434,25956,20305,31051,37723,24653,24737,22125,19442,22551,28601,22954,27055,27324,34462,31846,36358,23758,25988,25730,26177,29472,27107,21550,21471,29785,19091,23633,21874,31074,25266,30375,35932,29489,37064,25242,25615,32986,23232,30181,30174,30250,28133,32776,31233,26327,29461,26655,30738,26557,25190,26160,26233,27596,27273,30560,35563,31125,25148,31202,27459,21565,30357,31460,25864,32264,24147,31564,21369,25648,25095,31995,35012,25695,29153,25558,26874,32108,26888,29378,35844,30324,29382,22381,25691,31467,24695,27350,20932,25763,30681,23764,22433,25405,29331,24556,27414,31055,26651,41265,42802,29582,24561,30525,27982,30214,25922,27055,36864,22426,30502,27138,28786,25678,30749,25573,25506,27682,31967,30536,24910,23165,21953,25789,26908,26342,30813,23903,29646,22371,26377,26125,28540,35832,25707,30168,21436,26265,28530,21947,33478,28144,26606,30655,21248,23802,31055,44452,27849,30487,24678,25351,29406,27621,28175,25375,31005,27001,36282,21499,32086,24932,26175,20803
2,24143,29212,23503,30322,27305,25850,27193,24859,25438,18514,28919,19865,21987,22436,22737,30349,24623,20398,28972,24097,21916,26356,27750,20893,32080,23177,27073,28608,25281,24779,25661,22322,23241,26577,24084,29945,31703,20338,16972,26254,24109,29918,25017,22017,27198,29268,20709,25281,28566,24960,26362,26281,23244,26266,24216,26933,30141,22112,30576,26532,28593,27873,26075,28626,26796,18803,29563,25431,25877,30138,22518,18696,26485,24211,28284,25951,27644,29609,24848,18024,25247,22331,27641,24152,33313,28183,29459,26097,26578,25636,23307,29610,32747,27560,26588,26280,26739,24328,26123,23711,20408,30339,25232,25658,21515,24856,20050,26871,26555,28303,25154,26324,26513,18693,22687,26185,29256,31584,22418,24762,29201,19815,22352,22812,25218,26660,22823,24516,25068,26473,22393,26188,29200,26042,22121,25862,24597,26917,22301,28363,19460,32906,21581,24989,27090,24892,32423,25744,29019,27316,26837,29952,23028,29296,24543,23698,23859,26572,29276,26511,22768,25057,31898,25154,26981,27537,23231,22447,26165,30082,27684,27500,26220,26695,27692,26014,23379,20102,26083,26036,19023,24846,26729,20924,21414,19046,26641,19477,24605,27400,23821,26791,26125,23021,25661,29595,18781,24811,27176,22182,28053,20108,25659,25956,18526,27919,30461,23609,24631,21912,20115,20237,27305,21089,22656,28460,30956,29404,31035,21656,25904,22846,26376,26811,26451,21434,22878,26549,18727,23356,20628,23081,22456,28385,27850,26827,26696,24657,22810,28631,22225,24413,28340,27627,26803,27571,29128,23648,28011,27034,23588,24399,23143,23892,26548,27927,25384,29387,28692,27453,25931,29365,25004,20977,26473,27539,23762,29642,22053,27814,19402,24435,23147,30111,32359,24480,26495,22803,23771,29295,22255,28309,33631,27318,28138,22675,27469,27034,24302,25871,19346,25735,30354,21597,18419,24842,26044,23467,25695,22957,19701,29932,30877,24354,20220,22124,24799,22479,24006,25856,30295,21476,29453,26096,27768,25056,29027,24720,25369,25382,30456,27725,24566,22796,18895,25298,23532,26061,28253,22114,26248,22275,26040,25600,27996,28269,23317,29131,21275,24396,26987,23172,25313,27290,22280,27142,19560,22841,30019,32472,26752,29016,22538,25853,28336,26699,26678,23760,29692,26127,30273,19950,29304,24666,23421,19598
